# q I_dat dI_dat
0.074064 0.003779 0.000065
0.075445 0.003693 0.000062
0.076891 0.003354 0.000061
0.078337 0.003121 0.000061
0.079784 0.003065 0.000060
0.081230 0.002740 0.000060
0.082742 0.002585 0.000057
0.084320 0.002444 0.000057
0.085898 0.002290 0.000056
0.087476 0.002112 0.000056
0.089120 0.002146 0.000053
0.090829 0.001986 0.000053
0.092538 0.001962 0.000055
0.094248 0.001968 0.000054
0.096023 0.001871 0.000051
0.097864 0.001922 0.000050
0.099704 0.001953 0.000050
0.101545 0.001929 0.000049
0.103452 0.001967 0.000047
0.105424 0.001969 0.000047
0.107396 0.001989 0.000049
0.109435 0.001985 0.000050
0.111538 0.001954 0.000051
0.113642 0.002002 0.000048
0.115746 0.001999 0.000047
0.117916 0.002083 0.000044
0.120151 0.002126 0.000043
0.122386 0.002052 0.000043
0.124687 0.002132 0.000041
0.127054 0.002143 0.000041
0.129487 0.002225 0.000040
0.131985 0.002193 0.000039
0.134483 0.002244 0.000039
0.137047 0.002304 0.000038
0.139677 0.002224 0.000037
0.142307 0.002331 0.000037
0.145002 0.002280 0.000036
0.147764 0.002284 0.000036
0.150591 0.002294 0.000035
0.153483 0.002257 0.000034
0.156376 0.002293 0.000034
0.159335 0.002201 0.000033
0.162359 0.002142 0.000033
0.165449 0.002177 0.000032
0.168604 0.002115 0.000032
0.171826 0.002111 0.000031
0.175113 0.001981 0.000030
0.178466 0.001946 0.000030
0.181885 0.001855 0.000031
0.185369 0.001715 0.000032
0.188919 0.001688 0.000030
0.192535 0.001601 0.000028
0.196217 0.001523 0.000028
0.199965 0.001492 0.000027
0.203778 0.001356 0.000027
0.207657 0.001292 0.000026
0.211667 0.001251 0.000025
0.215743 0.001180 0.000025
0.219885 0.001121 0.000024
0.224093 0.001062 0.000024
0.228366 0.000968 0.000024
0.232771 0.000983 0.000025
0.237242 0.000899 0.000026
0.241778 0.000862 0.000026
0.246446 0.000848 0.000026
0.251245 0.000781 0.000025
0.256110 0.000769 0.000028
0.261041 0.000727 0.000031
0.266103 0.000719 0.000032
0.271231 0.000631 0.000034
0.276425 0.000717 0.000035
0.281751 0.000648 0.000037
0.287207 0.000595 0.000039
0.292796 0.000675 0.000041
0.298515 0.000568 0.000042
0.304301 0.000626 0.000046
0.310152 0.000636 0.000049
0.316135 0.000642 0.000055
0.322249 0.000656 0.000062
0.328495 0.000597 0.000075
0.334872 0.000650 0.000103
0.339080 0.000758 0.000273
