# q I_dat dI_dat
0.080047 0.000751 0.000069
0.081493 0.000800 0.000069
0.082940 0.000790 0.000069
0.084452 0.000776 0.000065
0.086030 0.000890 0.000065
0.087607 0.000834 0.000065
0.089185 0.001010 0.000064
0.090829 0.001149 0.000062
0.092538 0.001159 0.000064
0.094248 0.001217 0.000062
0.095957 0.001253 0.000062
0.097732 0.001357 0.000059
0.099573 0.001488 0.000058
0.101414 0.001499 0.000058
0.103255 0.001591 0.000057
0.105161 0.001656 0.000055
0.107134 0.001796 0.000056
0.109106 0.001802 0.000060
0.111144 0.001785 0.000060
0.113248 0.001937 0.000057
0.115352 0.001962 0.000055
0.117455 0.002058 0.000054
0.119625 0.002055 0.000051
0.121860 0.001998 0.000050
0.124096 0.001994 0.000050
0.126397 0.001986 0.000048
0.128763 0.002082 0.000048
0.131196 0.001992 0.000046
0.133694 0.002005 0.000046
0.136193 0.001993 0.000045
0.138757 0.001990 0.000044
0.141386 0.001944 0.000043
0.144016 0.001943 0.000043
0.146712 0.001964 0.000042
0.149473 0.001884 0.000041
0.152300 0.001828 0.000040
0.155193 0.001772 0.000040
0.158085 0.001804 0.000039
0.161044 0.001741 0.000038
0.164068 0.001626 0.000038
0.167158 0.001632 0.000037
0.170314 0.001552 0.000037
0.173535 0.001584 0.000036
0.176823 0.001432 0.000035
0.180175 0.001434 0.000035
0.183594 0.001301 0.000038
0.187079 0.001196 0.000035
0.190629 0.001156 0.000034
0.194245 0.001121 0.000033
0.197926 0.001057 0.000032
0.201674 0.001010 0.000031
0.205487 0.000932 0.000031
0.209366 0.000829 0.000030
0.213376 0.000819 0.000029
0.217453 0.000746 0.000029
0.221594 0.000735 0.000028
0.225802 0.000668 0.000028
0.230075 0.000611 0.000028
0.234480 0.000581 0.000030
0.238951 0.000522 0.000030
0.243487 0.000542 0.000030
0.248155 0.000456 0.000030
0.252954 0.000469 0.000030
0.257820 0.000464 0.000035
0.262750 0.000489 0.000037
0.267813 0.000428 0.000038
0.272941 0.000423 0.000040
0.278135 0.000450 0.000042
0.283460 0.000424 0.000044
0.288917 0.000361 0.000046
0.294505 0.000332 0.000048
0.300225 0.000380 0.000050
0.306010 0.000437 0.000055
0.311861 0.000326 0.000059
0.317844 0.000399 0.000066
0.323958 0.000434 0.000076
0.330204 0.000383 0.000093
0.336581 0.000554 0.000140
0.339934 -0.000277 0.000988
