#Sample file: /dls/b21/data/2020/sm27887-1/processing/pypline/av_dat/01915-01936_154_7_av.dat
#Buffer file: /dls/b21/data/2020/sm27887-1/processing/pypline/av_dat/01761-01782_154_buffer_1_av.dat
#q(1/A)          Column          Error           
0.0663720190    0.0014543299    0.0007708097    
0.0665035070    0.0011420819    0.0007713425    
0.0666349960    0.0010412572    0.0007661886    
0.0667664850    0.0009947728    0.0007700045    
0.0668979730    0.0009696772    0.0007687409    
0.0670294620    0.0012253679    0.0007668649    
0.0671609510    0.0010820377    0.0007708730    
0.0672924400    0.0008845181    0.0007679508    
0.0674239280    0.0008956118    0.0007623146    
0.0675554170    0.0007869344    0.0007683307    
0.0676869060    0.0010599810    0.0007666641    
0.0678183940    0.0006958217    0.0007653466    
0.0679498830    0.0010188449    0.0007641066    
0.0680813720    0.0008123718    0.0007639377    
0.0682128600    0.0010090789    0.0007626795    
0.0683443490    0.0008593192    0.0007635195    
0.0684758380    0.0010362152    0.0007627677    
0.0686073270    0.0010809806    0.0007640336    
0.0687388150    0.0007838890    0.0007562475    
0.0688703040    0.0010356885    0.0007652799    
0.0690017930    0.0008262360    0.0007610289    
0.0691332810    0.0007666947    0.0007608641    
0.0692647700    0.0010290511    0.0007627522    
0.0693962590    0.0007476200    0.0007546849    
0.0695277470    0.0009716955    0.0007623353    
0.0696592360    0.0008079061    0.0007618670    
0.0697907250    0.0007734042    0.0007575319    
0.0699222140    0.0009789145    0.0007594080    
0.0700537020    0.0006554574    0.0007555054    
0.0701851910    0.0008278356    0.0007594842    
0.0703166800    0.0006925960    0.0007521999    
0.0704481680    0.0010055604    0.0007571097    
0.0705796570    0.0006745984    0.0007594494    
0.0707111460    0.0010909104    0.0007511116    
0.0708426340    0.0009797038    0.0007585663    
0.0709741230    0.0007378806    0.0007550747    
0.0711056120    0.0009152391    0.0007527468    
0.0712371010    0.0010029962    0.0007582521    
0.0713685890    0.0005932837    0.0007469080    
0.0715000780    0.0005439245    0.0007561773    
0.0716315670    0.0007580570    0.0007548183    
0.0717630550    0.0004440696    0.0007536477    
0.0718945440    0.0005797105    0.0007512490    
0.0720260330    0.0008193228    0.0007462853    
0.0721575210    0.0008169300    0.0007545987    
0.0722890100    0.0009535771    0.0007510491    
0.0724204990    0.0006449752    0.0007484640    
0.0725519880    0.0008198967    0.0007469504    
0.0726834760    0.0007316608    0.0007454898    
0.0728149650    0.0005922124    0.0007504578    
0.0729464540    0.0004393423    0.0007499866    
0.0730779420    0.0003252239    0.0007458149    
0.0732094310    0.0006314889    0.0007501414    
0.0733409200    0.0001871928    0.0007458833    
0.0734724080    0.0007006617    0.0007487217    
0.0736038970    0.0005865979    0.0007488932    
0.0737353860    0.0005838560    0.0007446719    
0.0738668750    0.0007471247    0.0007475577    
0.0739983630    0.0003825157    0.0007460252    
0.0741298520    0.0009231153    0.0007477726    
0.0742613410    0.0005296911    0.0007480498    
0.0743928290    0.0007062313    0.0007414795    
0.0745243180    0.0003120686    0.0007463021    
0.0746558070    0.0006271922    0.0007424481    
0.0747872950    0.0008049709    0.0007447915    
0.0749187840    0.0009501983    0.0007440453    
0.0750502730    0.0009336499    0.0007421391    
0.0751817610    0.0007962451    0.0007408995    
0.0753132500    0.0007604647    0.0007438103    
0.0754447390    0.0008187703    0.0007404263    
0.0755762280    0.0006061947    0.0007421737    
0.0757077160    0.0007770736    0.0007404390    
0.0758392050    0.0004875200    0.0007405549    
0.0759706940    0.0007192392    0.0007392032    
0.0761021820    0.0006372620    0.0007365383    
0.0762336710    0.0004197308    0.0007434113    
0.0763651600    0.0006065685    0.0007342324    
0.0764966480    0.0008586399    0.0007410690    
0.0766281370    0.0007464998    0.0007389622    
0.0767596260    0.0003389852    0.0007339570    
0.0768911150    0.0005580843    0.0007388511    
0.0770226030    0.0007219181    0.0007343498    
0.0771540920    0.0007530726    0.0007356541    
0.0772855810    0.0004516860    0.0007380083    
0.0774170690    0.0007448999    0.0007353505    
0.0775485580    0.0008043809    0.0007373316    
0.0776800470    0.0007285932    0.0007348428    
0.0778115350    0.0010010612    0.0007366250    
0.0779430240    0.0002480704    0.0007348549    
0.0780745130    0.0005769387    0.0007324449    
0.0782060020    0.0005737968    0.0007372587    
0.0783374900    0.0007741252    0.0007323434    
0.0784689790    0.0006858175    0.0007302440    
0.0786004680    0.0010021977    0.0007362619    
0.0787319560    0.0002945037    0.0007301338    
0.0788634450    0.0001921384    0.0007349204    
0.0789949340    0.0008247825    0.0007317769    
0.0791264220    0.0008933493    0.0007305977    
0.0792579110    0.0009095934    0.0007304618    
0.0793894000    0.0007919868    0.0007279522    
0.0795208890    0.0006859576    0.0007310233    
0.0796523770    0.0007361114    0.0007319307    
0.0797838660    0.0006413607    0.0007266472    
0.0799153550    0.0006302460    0.0007328039    
0.0800468430    0.0005281672    0.0007266132    
0.0801783320    0.0011640418    0.0007298258    
0.0803098210    0.0008507127    0.0007292970    
0.0804413090    0.0007262501    0.0007220898    
0.0805727980    0.0005626406    0.0007283594    
0.0807042870    0.0009443248    0.0007294594    
0.0808357760    0.0007682811    0.0007268886    
0.0809672640    0.0006306491    0.0007310846    
0.0810987530    0.0007679351    0.0007218069    
