#Sample file: /dls/b21/data/2020/sm27887-1/processing/pypline/av_dat/02025-02046_196_2_av.dat
#Buffer file: /dls/b21/data/2020/sm27887-1/processing/pypline/av_dat/01981-02002_196_buffer_1_av.dat
#q(1/A)          Column          Error           
0.0483580670    0.0075526481    0.0007960500    
0.0484895560    0.0077530717    0.0007994437    
0.0486210440    0.0079003508    0.0007989028    
0.0487525330    0.0076666764    0.0008064678    
0.0488840220    0.0075568809    0.0008035674    
0.0490155110    0.0075539701    0.0007995653    
0.0491469990    0.0074477617    0.0008042052    
0.0492784880    0.0077004777    0.0008063085    
0.0494099770    0.0076693009    0.0008098586    
0.0495414650    0.0071373683    0.0008045675    
0.0496729540    0.0072152795    0.0008088889    
0.0498044430    0.0071376899    0.0008056709    
0.0499359310    0.0071597184    0.0008070907    
0.0500674200    0.0070331469    0.0008076745    
0.0501989090    0.0070991592    0.0008108991    
0.0503303980    0.0070646648    0.0008033670    
0.0504618860    0.0072277590    0.0008077174    
0.0505933750    0.0068385654    0.0008098572    
0.0507248640    0.0070992109    0.0008139161    
0.0508563520    0.0068567352    0.0008161583    
0.0509878410    0.0065586369    0.0008082654    
0.0511193300    0.0069605549    0.0008121530    
0.0512508180    0.0068270240    0.0008139021    
0.0513823070    0.0066442368    0.0008150085    
0.0515137960    0.0068405149    0.0008124052    
0.0516452840    0.0070348022    0.0008120885    
0.0517767730    0.0069502937    0.0008122093    
0.0519082620    0.0066577347    0.0008155102    
0.0520397510    0.0065899319    0.0008169822    
0.0521712390    0.0064788461    0.0008156470    
0.0523027280    0.0065616987    0.0008206253    
0.0524342170    0.0067476076    0.0008138320    
0.0525657050    0.0068457470    0.0008194053    
0.0526971940    0.0069673565    0.0008161301    
0.0528286830    0.0064498831    0.0008180411    
0.0529601710    0.0067455329    0.0008163783    
0.0530916600    0.0066118107    0.0008109832    
0.0532231490    0.0062680413    0.0008186306    
0.0533546380    0.0065680054    0.0008199084    
0.0534861260    0.0065686310    0.0008202353    
0.0536176150    0.0069592551    0.0008182292    
0.0537491040    0.0063663756    0.0008184072    
0.0538805920    0.0064556947    0.0008140041    
0.0540120810    0.0060830561    0.0008221791    
0.0541435700    0.0060565564    0.0008211477    
0.0542750580    0.0060894795    0.0008195518    
0.0544065470    0.0057152280    0.0008145581    
0.0545380360    0.0064847216    0.0008250781    
0.0546695250    0.0065964923    0.0008178239    
0.0548010130    0.0062877316    0.0008251749    
0.0549325020    0.0061824844    0.0008205097    
0.0550639910    0.0064100012    0.0008171152    
0.0551954790    0.0061448352    0.0008250664    
0.0553269680    0.0058427164    0.0008216591    
0.0554584570    0.0060930070    0.0008262416    
0.0555899450    0.0059883709    0.0008197347    
0.0557214340    0.0058283461    0.0008175173    
0.0558529230    0.0057574037    0.0008262142    
0.0559844120    0.0058931722    0.0008244641    
0.0561159000    0.0058307406    0.0008190422    
0.0562473890    0.0056605832    0.0008244042    
0.0563788780    0.0056988034    0.0008191673    
0.0565103660    0.0060738135    0.0008288495    
0.0566418550    0.0054979589    0.0008196111    
0.0567733440    0.0058466922    0.0008250694    
0.0569048320    0.0055703564    0.0008227658    
0.0570363210    0.0053689005    0.0008169701    
0.0571678100    0.0058314134    0.0008236336    
0.0572992990    0.0052790776    0.0008212947    
0.0574307870    0.0053164261    0.0008152813    
0.0575622760    0.0055306072    0.0008256485    
0.0576937650    0.0051443586    0.0008124818    
0.0578252530    0.0057187701    0.0008217685    
0.0579567420    0.0050523111    0.0008184350    
0.0580882310    0.0052758709    0.0008139225    
0.0582197190    0.0054610852    0.0008216306    
0.0583512080    0.0051876013    0.0008104427    
0.0584826970    0.0052040915    0.0008143611    
0.0586141860    0.0051597686    0.0008196600    
0.0587456740    0.0050940938    0.0008111550    
0.0588771630    0.0050849923    0.0008114707    
0.0590086520    0.0055609028    0.0008063970    
0.0591401400    0.0051966194    0.0008119224    
0.0592716290    0.0054349730    0.0008097512    
0.0594031180    0.0052648856    0.0008042429    
0.0595346060    0.0052120006    0.0008087728    
0.0596660950    0.0053904194    0.0007992910    
0.0597975840    0.0053331696    0.0008041097    
0.0599290720    0.0051451720    0.0008078613    
0.0600605610    0.0054390866    0.0007998135    
0.0601920500    0.0050805146    0.0008043226    
0.0603235390    0.0052020532    0.0007987720    
0.0604550270    0.0048567489    0.0008020950    
0.0605865160    0.0050532477    0.0008025707    
0.0607180050    0.0046776034    0.0007948466    
0.0608494930    0.0049627992    0.0007984579    
0.0609809820    0.0051296799    0.0007996266    
0.0611124710    0.0046868224    0.0007949069    
0.0612439590    0.0048074857    0.0008027783    
0.0613754480    0.0048721122    0.0007934072    
0.0615069370    0.0048883359    0.0007988583    
0.0616384260    0.0049811834    0.0007953344    
0.0617699140    0.0049549580    0.0007936566    
0.0619014030    0.0047883669    0.0007998067    
0.0620328920    0.0045990115    0.0007908744    
0.0621643800    0.0045637135    0.0007927033    
0.0622958690    0.0044126805    0.0007949228    
0.0624273580    0.0043994622    0.0007894962    
0.0625588460    0.0041796376    0.0007979370    
0.0626903350    0.0048114294    0.0007885063    
0.0628218240    0.0046980148    0.0007912701    
0.0629533130    0.0047576839    0.0007919453    
0.0630848010    0.0044507789    0.0007885008    
0.0632162900    0.0046607694    0.0007915212    
0.0633477790    0.0041905565    0.0007899259    
0.0634792670    0.0044190695    0.0007802118    
0.0636107560    0.0045779722    0.0007912605    
0.0637422450    0.0043366064    0.0007882058    
0.0638737330    0.0046847235    0.0007931389    
0.0640052220    0.0041372876    0.0007845131    
0.0641367110    0.0047721541    0.0007853364    
0.0642682000    0.0046664807    0.0007849075    
0.0643996880    0.0044183317    0.0007836557    
0.0645311770    0.0044765479    0.0007874326    
0.0646626660    0.0045730981    0.0007837188    
0.0647941540    0.0041698504    0.0007856186    
0.0649256430    0.0043629281    0.0007874418    
0.0650571320    0.0042084902    0.0007865674    
0.0651886200    0.0043847007    0.0007844110    
0.0653201090    0.0041203929    0.0007804073    
0.0654515980    0.0038901338    0.0007779883    
0.0655830870    0.0044249274    0.0007828145    
0.0657145750    0.0042766331    0.0007783109    
0.0658460640    0.0040812236    0.0007821627    
0.0659775530    0.0042115161    0.0007778765    
0.0661090410    0.0043018640    0.0007763100    
0.0662405300    0.0040477086    0.0007809933    
0.0663720190    0.0041813647    0.0007770173    
0.0665035070    0.0041837479    0.0007778540    
0.0666349960    0.0041550176    0.0007758495    
0.0667664850    0.0036192070    0.0007764185    
0.0668979730    0.0042621739    0.0007756926    
0.0670294620    0.0036652738    0.0007759320    
0.0671609510    0.0037720178    0.0007798956    
0.0672924400    0.0041363332    0.0007733262    
0.0674239280    0.0037318413    0.0007699585    
0.0675554170    0.0036393950    0.0007736836    
0.0676869060    0.0037403267    0.0007706528    
0.0678183940    0.0036616959    0.0007730092    
0.0679498830    0.0043946391    0.0007732016    
0.0680813720    0.0038939422    0.0007706183    
0.0682128600    0.0033888709    0.0007696018    
0.0683443490    0.0035127636    0.0007711527    
0.0684758380    0.0038670857    0.0007701679    
0.0686073270    0.0038698216    0.0007719650    
0.0687388150    0.0036461178    0.0007636702    
0.0688703040    0.0040350531    0.0007715484    
0.0690017930    0.0036834022    0.0007675771    
0.0691332810    0.0034425906    0.0007646880    
0.0692647700    0.0037448637    0.0007706913    
0.0693962590    0.0039131910    0.0007574510    
0.0695277470    0.0038745325    0.0007692424    
0.0696592360    0.0038733137    0.0007687724    
0.0697907250    0.0034279240    0.0007641394    
0.0699222140    0.0036286358    0.0007657922    
0.0700537020    0.0034813862    0.0007594627    
0.0701851910    0.0036853396    0.0007667941    
0.0703166800    0.0036348836    0.0007624073    
0.0704481680    0.0038909996    0.0007659828    
0.0705796570    0.0036794652    0.0007677785    
0.0707111460    0.0036083449    0.0007602405    
0.0708426340    0.0039218476    0.0007657808    
0.0709741230    0.0035538150    0.0007597106    
0.0711056120    0.0034412698    0.0007589342    
0.0712371010    0.0035403446    0.0007620081    
0.0713685890    0.0034224816    0.0007550716    
0.0715000780    0.0036483820    0.0007638445    
0.0716315670    0.0033889179    0.0007606492    
0.0717630550    0.0032946864    0.0007587840    
0.0718945440    0.0033000000    0.0007584620    
0.0720260330    0.0034744271    0.0007537745    
0.0721575210    0.0033363218    0.0007611733    
0.0722890100    0.0032912129    0.0007571943    
0.0724204990    0.0034870556    0.0007566380    
0.0725519880    0.0034482772    0.0007529012    
0.0726834760    0.0033003266    0.0007509073    
0.0728149650    0.0030691007    0.0007554575    
0.0729464540    0.0033291546    0.0007575757    
0.0730779420    0.0033368187    0.0007498808    
0.0732094310    0.0032443059    0.0007544449    
0.0733409200    0.0028926723    0.0007502818    
0.0734724080    0.0028827844    0.0007526925    
0.0736038970    0.0031678800    0.0007532523    
0.0737353860    0.0031655805    0.0007490014    
0.0738668750    0.0033223887    0.0007507407    
0.0739983630    0.0033843634    0.0007512910    
0.0741298520    0.0034686496    0.0007527021    
0.0742613410    0.0030263071    0.0007520034    
0.0743928290    0.0029518453    0.0007440893    
0.0745243180    0.0029949915    0.0007504625    
0.0746558070    0.0029568916    0.0007467488    
0.0747872950    0.0031047349    0.0007477017    
0.0749187840    0.0028348436    0.0007468060    
0.0750502730    0.0029881602    0.0007471081    
0.0751817610    0.0030897831    0.0007458534    
0.0753132500    0.0033022570    0.0007478297    
0.0754447390    0.0031710601    0.0007459641    
0.0755762280    0.0032022247    0.0007450333    
0.0757077160    0.0031808837    0.0007439164    
0.0758392050    0.0029930948    0.0007439470    
0.0759706940    0.0032423975    0.0007441932    
0.0761021820    0.0027680941    0.0007404898    
0.0762336710    0.0028965110    0.0007469405    
0.0763651600    0.0028942183    0.0007387086    
0.0764966480    0.0029262499    0.0007421850    
0.0766281370    0.0028485720    0.0007417521    
0.0767596260    0.0031782983    0.0007380328    
0.0768911150    0.0028820481    0.0007421817    
0.0770226030    0.0028759657    0.0007350080    
0.0771540920    0.0029693031    0.0007373231    
0.0772855810    0.0030160410    0.0007412350    
0.0774170690    0.0031932196    0.0007380802    
0.0775485580    0.0028875419    0.0007413401    
0.0776800470    0.0028450721    0.0007362692    
0.0778115350    0.0027952575    0.0007368371    
0.0779430240    0.0027891307    0.0007388372    
0.0780745130    0.0026595029    0.0007356502    
0.0782060020    0.0027950313    0.0007403011    
0.0783374900    0.0028456621    0.0007343166    
0.0784689790    0.0025226662    0.0007314914    
0.0786004680    0.0025989265    0.0007371952    
0.0787319560    0.0027059827    0.0007343729    
0.0788634450    0.0024928049    0.0007365041    
0.0789949340    0.0023321706    0.0007311200    
0.0791264220    0.0028078167    0.0007332027    
0.0792579110    0.0029392607    0.0007333280    
0.0793894000    0.0028952747    0.0007319883    
0.0795208890    0.0027010635    0.0007308432    
0.0796523770    0.0024934701    0.0007316101    
0.0797838660    0.0028498868    0.0007310539    
0.0799153550    0.0027566564    0.0007344032    
0.0800468430    0.0026353629    0.0007273997    
0.0801783320    0.0023508115    0.0007292492    
0.0803098210    0.0028570827    0.0007317479    
0.0804413090    0.0025562444    0.0007230429    
0.0805727980    0.0025591761    0.0007302955    
0.0807042870    0.0026827201    0.0007311565    
0.0808357760    0.0029783340    0.0007277231    
0.0809672640    0.0023589284    0.0007317608    
0.0810987530    0.0027192913    0.0007225048    
0.0812302420    0.0023738283    0.0007268830    
0.0813617300    0.0024414893    0.0007274643    
0.0814932190    0.0027662283    0.0007277580    
0.0816247080    0.0027870534    0.0007295406    
0.0817561960    0.0025120532    0.0007187888    
0.0818876850    0.0027443921    0.0007264991    
0.0820191740    0.0024930608    0.0007252609    
0.0821506630    0.0024171006    0.0007254971    
0.0822821510    0.0025018463    0.0007251960    
0.0824136400    0.0023138237    0.0007211887    
0.0825451290    0.0024599466    0.0007238830    
0.0826766170    0.0029029465    0.0007234419    
0.0828081060    0.0024054939    0.0007218164    
0.0829395950    0.0028025282    0.0007268122    
0.0830710830    0.0024208826    0.0007207005    
0.0832025720    0.0018734890    0.0007206505    
0.0833340610    0.0025272097    0.0007249844    
0.0834655490    0.0025896533    0.0007172361    
0.0835970380    0.0024773362    0.0007237313    
0.0837285270    0.0024774187    0.0007149621    
0.0838600160    0.0027466343    0.0007208929    
