#Sample file: /dls/b21/data/2020/sm27887-1/processing/pypline/av_dat/01871-01892_154_5_av.dat
#Buffer file: /dls/b21/data/2020/sm27887-1/processing/pypline/av_dat/01761-01782_154_buffer_1_av.dat
#q(1/A)          Column          Error           
0.0246901010    0.0462597936    0.0011663199    
0.0248215900    0.0458595739    0.0011513375    
0.0249530790    0.0457674652    0.0011436061    
0.0250845670    0.0456610346    0.0011439557    
0.0252160560    0.0456200275    0.0011347121    
0.0253475450    0.0456419333    0.0011445613    
0.0254790340    0.0453517767    0.0011309686    
0.0256105220    0.0453879980    0.0011216962    
0.0257420110    0.0450028626    0.0011216915    
0.0258735000    0.0450544491    0.0011167671    
0.0260049880    0.0443065490    0.0011180420    
0.0261364770    0.0443883172    0.0011128190    
0.0262679660    0.0439498193    0.0011015244    
0.0263994540    0.0438159797    0.0011055863    
0.0265309430    0.0438143484    0.0010966256    
0.0266624320    0.0437758575    0.0011008529    
0.0267939200    0.0435222917    0.0010917467    
0.0269254090    0.0434048012    0.0010863871    
0.0270568980    0.0434817037    0.0010907334    
0.0271883870    0.0427895746    0.0010725425    
0.0273198750    0.0432312436    0.0010853751    
0.0274513640    0.0425262622    0.0010727532    
0.0275828530    0.0426087923    0.0010685472    
0.0277143410    0.0426254100    0.0010676390    
0.0278458300    0.0424917405    0.0010606546    
0.0279773190    0.0425774915    0.0010626645    
0.0281088070    0.0422062909    0.0010536573    
0.0282402960    0.0418234001    0.0010499408    
0.0283717850    0.0416928593    0.0010498972    
0.0285032740    0.0416879591    0.0010460920    
0.0286347620    0.0409996171    0.0010389138    
0.0287662510    0.0410156299    0.0010402799    
0.0288977400    0.0409354147    0.0010275365    
0.0290292280    0.0409903901    0.0010349702    
0.0291607170    0.0404659627    0.0010303800    
0.0292922060    0.0409004138    0.0010273448    
0.0294236940    0.0403446926    0.0010279166    
0.0295551830    0.0401561062    0.0010083698    
0.0296866720    0.0407219712    0.0010194265    
0.0298181610    0.0401529554    0.0010156330    
0.0299496490    0.0398102671    0.0010062101    
0.0300811380    0.0398714759    0.0010082032    
0.0302126270    0.0390651460    0.0009952599    
0.0303441150    0.0393384065    0.0009979911    
0.0304756040    0.0387218266    0.0009988257    
0.0306070930    0.0389213777    0.0009927332    
0.0307385810    0.0387082932    0.0009925750    
0.0308700700    0.0384915231    0.0009829669    
0.0310015590    0.0387784541    0.0009802097    
0.0311330480    0.0383025285    0.0009849095    
0.0312645360    0.0382998748    0.0009761793    
0.0313960250    0.0383678890    0.0009792946    
0.0315275140    0.0377719066    0.0009720599    
0.0316590020    0.0376178878    0.0009659708    
0.0317904910    0.0376527213    0.0009695300    
0.0319219800    0.0374770197    0.0009623038    
0.0320534680    0.0372463576    0.0009639144    
0.0321849570    0.0369423584    0.0009536054    
0.0323164460    0.0369016398    0.0009490655    
0.0324479350    0.0368996576    0.0009579433    
0.0325794230    0.0371470013    0.0009507065    
0.0327109120    0.0367911501    0.0009485808    
0.0328424010    0.0365888981    0.0009420347    
0.0329738890    0.0359502105    0.0009373433    
0.0331053780    0.0356553794    0.0009373596    
0.0332368670    0.0360564562    0.0009315289    
0.0333683550    0.0355979770    0.0009459020    
0.0334998440    0.0356142391    0.0009456132    
0.0336313330    0.0351093347    0.0009431091    
0.0337628220    0.0353328761    0.0009545575    
0.0338943100    0.0352833695    0.0009516369    
0.0340257990    0.0349466818    0.0009524618    
0.0341572880    0.0347245402    0.0009490276    
0.0342887760    0.0347621285    0.0009505814    
0.0344202650    0.0346020112    0.0009571832    
0.0345517540    0.0344889699    0.0009466835    
0.0346832420    0.0342215871    0.0009491755    
0.0348147310    0.0340928034    0.0009446921    
0.0349462200    0.0338361815    0.0009459352    
0.0350777080    0.0337104416    0.0009539536    
0.0352091970    0.0336038896    0.0009490888    
0.0353406860    0.0330053007    0.0009406722    
0.0354721750    0.0331643454    0.0009609656    
0.0356036630    0.0331901799    0.0009636398    
0.0357351520    0.0334347754    0.0009763925    
0.0358666410    0.0328188746    0.0009754277    
0.0359981290    0.0327337089    0.0009692878    
0.0361296180    0.0325963690    0.0009751912    
0.0362611070    0.0324923764    0.0009676806    
0.0363925950    0.0328716194    0.0009825525    
0.0365240840    0.0321733917    0.0009786055    
0.0366555730    0.0320721247    0.0009695846    
0.0367870620    0.0321266673    0.0009802175    
0.0369185500    0.0315643644    0.0009714087    
0.0370500390    0.0319896913    0.0009804897    
0.0371815280    0.0314635023    0.0009740456    
0.0373130160    0.0314527948    0.0009759323    
0.0374445050    0.0314768779    0.0009801817    
0.0375759940    0.0309988383    0.0009730974    
0.0377074820    0.0308442375    0.0009855753    
0.0378389710    0.0311984637    0.0009861054    
0.0379704600    0.0308648187    0.0009768381    
0.0381019490    0.0303333025    0.0009825328    
0.0382334370    0.0302399318    0.0009698605    
0.0383649260    0.0300654204    0.0009614104    
0.0384964150    0.0302830221    0.0009609171    
0.0386279030    0.0300206370    0.0009481685    
0.0387593920    0.0298125658    0.0009530925    
0.0388908810    0.0299522872    0.0009424280    
0.0390223690    0.0297822000    0.0009436316    
0.0391538580    0.0297151068    0.0009388119    
0.0392853470    0.0295468253    0.0009326189    
0.0394168360    0.0291589381    0.0009362018    
0.0395483240    0.0289889572    0.0009295817    
0.0396798130    0.0289837667    0.0009255816    
0.0398113020    0.0288563448    0.0009300152    
0.0399427900    0.0286159743    0.0009249886    
0.0400742790    0.0288291656    0.0009277457    
0.0402057680    0.0284243310    0.0009205193    
0.0403372560    0.0282022587    0.0009157031    
0.0404687450    0.0279501540    0.0009176165    
0.0406002340    0.0281139062    0.0009144111    
0.0407317230    0.0275847237    0.0009138103    
0.0408632110    0.0277369360    0.0009138669    
0.0409947000    0.0276413055    0.0009064545    
0.0411261890    0.0279832489    0.0009106705    
0.0412576770    0.0271580034    0.0009027894    
0.0413891660    0.0269340233    0.0009024023    
0.0415206550    0.0275688667    0.0009047209    
0.0416521430    0.0270861317    0.0009007100    
0.0417836320    0.0267505557    0.0008984032    
0.0419151210    0.0265279367    0.0008950040    
0.0420466100    0.0266739365    0.0008982197    
0.0421780980    0.0268979824    0.0008948452    
0.0423095870    0.0266257319    0.0008925636    
0.0424410760    0.0269935523    0.0008879723    
0.0425725640    0.0265503846    0.0008889965    
0.0427040530    0.0259402081    0.0008806820    
0.0428355420    0.0260468998    0.0008872663    
0.0429670300    0.0258401820    0.0008825742    
0.0430985190    0.0257368941    0.0008847108    
0.0432300080    0.0254139830    0.0008810299    
0.0433614960    0.0257811443    0.0008730770    
0.0434929850    0.0255493356    0.0008827221    
0.0436244740    0.0248092621    0.0008733824    
0.0437559630    0.0250556561    0.0008773721    
0.0438874510    0.0250903331    0.0008694750    
0.0440189400    0.0250422701    0.0008693201    
0.0441504290    0.0248851675    0.0008786251    
0.0442819170    0.0245277311    0.0008662045    
0.0444134060    0.0244636652    0.0008708547    
0.0445448950    0.0242786358    0.0008635093    
0.0446763830    0.0244710020    0.0008657894    
0.0448078720    0.0242847971    0.0008647230    
0.0449393610    0.0238067322    0.0008590746    
0.0450708500    0.0239005564    0.0008597368    
0.0452023380    0.0239907029    0.0008585173    
0.0453338270    0.0234721159    0.0008516811    
0.0454653160    0.0234122077    0.0008606869    
0.0455968040    0.0234474010    0.0008554895    
0.0457282930    0.0237024196    0.0008534410    
0.0458597820    0.0232249945    0.0008513426    
0.0459912700    0.0230525354    0.0008424647    
0.0461227590    0.0227453975    0.0008474980    
0.0462542480    0.0228011065    0.0008614936    
0.0463857370    0.0227121932    0.0008619607    
0.0465172250    0.0225435943    0.0008651875    
0.0466487140    0.0223404630    0.0008676600    
0.0467802030    0.0223609475    0.0008798967    
0.0469116910    0.0224972728    0.0008756430    
0.0470431800    0.0219350729    0.0008731604    
0.0471746690    0.0221730560    0.0008767634    
0.0473061570    0.0220291152    0.0008773524    
0.0474376460    0.0217133134    0.0008805499    
0.0475691350    0.0218078921    0.0008850604    
0.0477006240    0.0216461680    0.0008796589    
0.0478321120    0.0215279098    0.0008860702    
0.0479636010    0.0213564671    0.0008797044    
0.0480950900    0.0214038943    0.0008869339    
0.0482265780    0.0211746879    0.0008872582    
0.0483580670    0.0209490160    0.0008820762    
0.0484895560    0.0208216900    0.0008859631    
0.0486210440    0.0207405037    0.0008861500    
0.0487525330    0.0211184255    0.0008948950    
0.0488840220    0.0206257631    0.0008882913    
0.0490155110    0.0205351735    0.0008858831    
0.0491469990    0.0206217344    0.0008888215    
0.0492784880    0.0203521243    0.0008903678    
0.0494099770    0.0203075412    0.0008951260    
0.0495414650    0.0200880167    0.0008892304    
0.0496729540    0.0198474130    0.0008891223    
0.0498044430    0.0201877997    0.0008919813    
0.0499359310    0.0200513850    0.0008918709    
0.0500674200    0.0197150480    0.0008918702    
0.0501989090    0.0198311177    0.0008950185    
0.0503303980    0.0195629430    0.0008881244    
0.0504618860    0.0190451439    0.0008901031    
0.0505933750    0.0193511551    0.0008909089    
0.0507248640    0.0187539377    0.0008945779    
0.0508563520    0.0194232713    0.0008980908    
0.0509878410    0.0188307696    0.0008907687    
0.0511193300    0.0193301291    0.0008912061    
0.0512508180    0.0188614024    0.0008938002    
0.0513823070    0.0187788971    0.0008959649    
0.0515137960    0.0189399791    0.0008925279    
0.0516452840    0.0186229074    0.0008895686    
0.0517767730    0.0185570239    0.0008923917    
0.0519082620    0.0182574053    0.0008926208    
0.0520397510    0.0184684822    0.0008959523    
0.0521712390    0.0184680473    0.0008931612    
0.0523027280    0.0180477754    0.0008982454    
0.0524342170    0.0184323867    0.0008916185    
0.0525657050    0.0183321847    0.0008944567    
0.0526971940    0.0181431596    0.0008933604    
0.0528286830    0.0178659351    0.0008959298    
0.0529601710    0.0179432905    0.0008926950    
0.0530916600    0.0175637549    0.0008872745    
0.0532231490    0.0173388220    0.0008941428    
0.0533546380    0.0176782897    0.0008969133    
0.0534861260    0.0171771098    0.0008936763    
0.0536176150    0.0171812416    0.0008912656    
0.0537491040    0.0172944068    0.0008914511    
0.0538805920    0.0169799412    0.0008898761    
0.0540120810    0.0170617754    0.0008985595    
0.0541435700    0.0168846886    0.0008943953    
0.0542750580    0.0169580890    0.0008922074    
0.0544065470    0.0165525359    0.0008881181    
0.0545380360    0.0164821605    0.0008961165    
0.0546695250    0.0163590195    0.0008902662    
0.0548010130    0.0167043962    0.0008986360    
0.0549325020    0.0163695819    0.0008908326    
0.0550639910    0.0166607228    0.0008888234    
0.0551954790    0.0162635752    0.0008939812    
0.0553269680    0.0164175830    0.0008899438    
0.0554584570    0.0159701791    0.0008952464    
0.0555899450    0.0161391201    0.0008893825    
0.0557214340    0.0156249059    0.0008840674    
0.0558529230    0.0159973455    0.0008980112    
0.0559844120    0.0157595284    0.0008935785    
0.0561159000    0.0155298956    0.0008879237    
0.0562473890    0.0152858380    0.0008906054    
0.0563788780    0.0156660222    0.0008860072    
0.0565103660    0.0158603939    0.0008936595    
0.0566418550    0.0156110028    0.0008896448    
0.0567733440    0.0149025537    0.0008912203    
0.0569048320    0.0154079525    0.0008907016    
0.0570363210    0.0149239719    0.0008859948    
0.0571678100    0.0151827408    0.0008917100    
0.0572992990    0.0146365312    0.0008839902    
0.0574307870    0.0149641961    0.0008820723    
0.0575622760    0.0145341705    0.0008886001    
0.0576937650    0.0148533473    0.0008773678    
0.0578252530    0.0146252638    0.0008853232    
0.0579567420    0.0144828414    0.0008860815    
0.0580882310    0.0145518944    0.0008815420    
0.0582197190    0.0143370616    0.0008841750    
0.0583512080    0.0144973856    0.0008742075    
0.0584826970    0.0139398877    0.0008793728    
0.0586141860    0.0139197925    0.0008820542    
0.0587456740    0.0138976902    0.0008710680    
0.0588771630    0.0141166262    0.0008731582    
0.0590086520    0.0140825324    0.0008654730    
0.0591401400    0.0140541606    0.0008727858    
0.0592716290    0.0138783386    0.0008721159    
0.0594031180    0.0139767002    0.0008649170    
0.0595346060    0.0137595512    0.0008690252    
0.0596660950    0.0137209782    0.0008578921    
0.0597975840    0.0134400505    0.0008592598    
0.0599290720    0.0131302387    0.0008651497    
0.0600605610    0.0133680782    0.0008581336    
0.0601920500    0.0134995155    0.0008618753    
0.0603235390    0.0131065474    0.0008536382    
0.0604550270    0.0130380897    0.0008607878    
0.0605865160    0.0130022690    0.0008603391    
0.0607180050    0.0129604809    0.0008538634    
0.0608494930    0.0130991245    0.0008542833    
0.0609809820    0.0130301673    0.0008552506    
0.0611124710    0.0126042565    0.0008500835    
0.0612439590    0.0128480540    0.0008605617    
0.0613754480    0.0124437907    0.0008469930    
0.0615069370    0.0124869689    0.0008529048    
0.0616384260    0.0127811076    0.0008488572    
0.0617699140    0.0123742362    0.0008504893    
0.0619014030    0.0122985509    0.0008517536    
0.0620328920    0.0125017611    0.0008420282    
0.0621643800    0.0125637901    0.0008480067    
0.0622958690    0.0120264536    0.0008472123    
0.0624273580    0.0119357617    0.0008429525    
0.0625588460    0.0117860370    0.0008523312    
0.0626903350    0.0118814662    0.0008417599    
0.0628218240    0.0116889928    0.0008426006    
0.0629533130    0.0117665730    0.0008413023    
0.0630848010    0.0116880499    0.0008391789    
0.0632162900    0.0118766929    0.0008441368    
0.0633477790    0.0113690668    0.0008389973    
0.0634792670    0.0118334410    0.0008345246    
0.0636107560    0.0113615119    0.0008427220    
0.0637422450    0.0113919496    0.0008364152    
0.0638737330    0.0111211214    0.0008405610    
0.0640052220    0.0111623001    0.0008347353    
0.0641367110    0.0110201054    0.0008338960    
0.0642682000    0.0108039003    0.0008344316    
0.0643996880    0.0110103062    0.0008317372    
0.0645311770    0.0110624540    0.0008352089    
0.0646626660    0.0110958626    0.0008304620    
0.0647941540    0.0110191178    0.0008310038    
0.0649256430    0.0107046364    0.0008344297    
0.0650571320    0.0108458279    0.0008291130    
0.0651886200    0.0105370992    0.0008332240    
0.0653201090    0.0106898495    0.0008257732    
0.0654515980    0.0102975597    0.0008248391    
0.0655830870    0.0104919831    0.0008291067    
0.0657145750    0.0102406160    0.0008227228    
0.0658460640    0.0102697839    0.0008256370    
0.0659775530    0.0104867733    0.0008246842    
0.0661090410    0.0103451324    0.0008206753    
0.0662405300    0.0102058812    0.0008259323    
0.0663720190    0.0100009876    0.0008192574    
0.0665035070    0.0102682408    0.0008228589    
0.0666349960    0.0103914233    0.0008190962    
0.0667664850    0.0098197109    0.0008201304    
0.0668979730    0.0101491884    0.0008206809    
0.0670294620    0.0099777436    0.0008164582    
0.0671609510    0.0100697338    0.0008219295    
0.0672924400    0.0096145537    0.0008174949    
0.0674239280    0.0097844521    0.0008124664    
0.0675554170    0.0094687679    0.0008174578    
0.0676869060    0.0097404493    0.0008156333    
0.0678183940    0.0096641051    0.0008156397    
0.0679498830    0.0098013744    0.0008132147    
0.0680813720    0.0093871922    0.0008123940    
0.0682128600    0.0098698568    0.0008127861    
0.0683443490    0.0095126136    0.0008126733    
0.0684758380    0.0093895370    0.0008099244    
0.0686073270    0.0095470274    0.0008113188    
0.0687388150    0.0091368356    0.0008026230    
0.0688703040    0.0091186631    0.0008108749    
0.0690017930    0.0090633016    0.0008073428    
0.0691332810    0.0089180848    0.0008060645    
0.0692647700    0.0092036879    0.0008088486    
0.0693962590    0.0087119165    0.0007983760    
0.0695277470    0.0090341040    0.0008073671    
0.0696592360    0.0087288844    0.0008057377    
0.0697907250    0.0089689028    0.0008033174    
0.0699222140    0.0089863804    0.0008044266    
0.0700537020    0.0086743236    0.0007998554    
0.0701851910    0.0086813143    0.0008033498    
0.0703166800    0.0087480188    0.0007967943    
0.0704481680    0.0085482512    0.0007994704    
0.0705796570    0.0084139188    0.0008025791    
0.0707111460    0.0089267928    0.0007944208    
0.0708426340    0.0084451747    0.0008000462    
0.0709741230    0.0083553807    0.0007969230    
0.0711056120    0.0083146198    0.0007936876    
0.0712371010    0.0082935819    0.0007991878    
0.0713685890    0.0083861841    0.0007900503    
0.0715000780    0.0082049334    0.0007986514    
0.0716315670    0.0082204771    0.0007964096    
0.0717630550    0.0079005495    0.0007948776    
0.0718945440    0.0080928721    0.0007930004    
0.0720260330    0.0081457882    0.0007866385    
0.0721575210    0.0082353440    0.0007955929    
0.0722890100    0.0081561299    0.0007904263    
0.0724204990    0.0080824977    0.0007892971    
0.0725519880    0.0079256008    0.0007857005    
0.0726834760    0.0080827102    0.0007857555    
0.0728149650    0.0076064055    0.0007892487    
0.0729464540    0.0075381069    0.0007895418    
0.0730779420    0.0072698121    0.0007835351    
0.0732094310    0.0074819389    0.0007876310    
0.0733409200    0.0073494887    0.0007847924    
0.0734724080    0.0074920476    0.0007857255    
0.0736038970    0.0076668669    0.0007875086    
0.0737353860    0.0075276754    0.0007825533    
0.0738668750    0.0070263794    0.0007816498    
0.0739983630    0.0072865011    0.0007836602    
0.0741298520    0.0073186194    0.0007827227    
0.0742613410    0.0072711808    0.0007851622    
0.0743928290    0.0071803508    0.0007763082    
0.0745243180    0.0068684394    0.0007822265    
0.0746558070    0.0071457071    0.0007776982    
0.0747872950    0.0072103106    0.0007796908    
0.0749187840    0.0074614926    0.0007794395    
0.0750502730    0.0070915981    0.0007751507    
0.0751817610    0.0072572223    0.0007754691    
0.0753132500    0.0072701973    0.0007788300    
0.0754447390    0.0072824428    0.0007755162    
0.0755762280    0.0068345665    0.0007757369    
0.0757077160    0.0070974691    0.0007747196    
0.0758392050    0.0069957249    0.0007753228    
0.0759706940    0.0069615114    0.0007731805    
0.0761021820    0.0069852986    0.0007708035    
0.0762336710    0.0068355844    0.0007774366    
0.0763651600    0.0068768741    0.0007677497    
0.0764966480    0.0065077752    0.0007718251    
0.0766281370    0.0067486010    0.0007712179    
0.0767596260    0.0064474296    0.0007670681    
0.0768911150    0.0065671843    0.0007714368    
0.0770226030    0.0068075445    0.0007666705    
0.0771540920    0.0064114650    0.0007653603    
0.0772855810    0.0063875725    0.0007701666    
0.0774170690    0.0065593991    0.0007667880    
0.0775485580    0.0065686321    0.0007682036    
0.0776800470    0.0063292253    0.0007644703    
0.0778115350    0.0063080514    0.0007648060    
0.0779430240    0.0059788842    0.0007656811    
0.0780745130    0.0062849750    0.0007625444    
0.0782060020    0.0060963852    0.0007669111    
0.0783374900    0.0062266227    0.0007611598    
0.0784689790    0.0061743450    0.0007596013    
0.0786004680    0.0063314238    0.0007647831    
0.0787319560    0.0060046872    0.0007603252    
0.0788634450    0.0059585732    0.0007657214    
0.0789949340    0.0062161484    0.0007597980    
0.0791264220    0.0061648181    0.0007578460    
0.0792579110    0.0064152987    0.0007591852    
0.0793894000    0.0061597446    0.0007560746    
0.0795208890    0.0058653339    0.0007578393    
0.0796523770    0.0055265959    0.0007571325    
0.0797838660    0.0058407521    0.0007536022    
0.0799153550    0.0058738785    0.0007602394    
0.0800468430    0.0057039089    0.0007535220    
0.0801783320    0.0059818408    0.0007548600    
0.0803098210    0.0057193173    0.0007545570    
0.0804413090    0.0056992935    0.0007480781    
0.0805727980    0.0058301154    0.0007563790    
0.0807042870    0.0057942000    0.0007547348    
0.0808357760    0.0058307730    0.0007533529    
0.0809672640    0.0056302562    0.0007573526    
0.0810987530    0.0053831014    0.0007456993    
0.0812302420    0.0055191305    0.0007517365    
0.0813617300    0.0053083244    0.0007501289    
0.0814932190    0.0057546660    0.0007503195    
0.0816247080    0.0054767480    0.0007519987    
0.0817561960    0.0055309436    0.0007419203    
0.0818876850    0.0054746865    0.0007505117    
0.0820191740    0.0055622774    0.0007488492    
0.0821506630    0.0053416772    0.0007495231    
0.0822821510    0.0051872155    0.0007487229    
0.0824136400    0.0053225962    0.0007436249    
0.0825451290    0.0053796067    0.0007476684    
0.0826766170    0.0052103374    0.0007480680    
0.0828081060    0.0051800940    0.0007448267    
0.0829395950    0.0051339717    0.0007472894    
0.0830710830    0.0050415323    0.0007400987    
0.0832025720    0.0051482743    0.0007437361    
0.0833340610    0.0051394237    0.0007472218    
0.0834655490    0.0051128448    0.0007383512    
0.0835970380    0.0050005431    0.0007472591    
0.0837285270    0.0054273161    0.0007368011    
0.0838600160    0.0048309808    0.0007425445    
