# rebinned data
# q            I            dI          
  8.24794e-02  5.29277e-03  2.15422e-04 
  8.40572e-02  5.00279e-03  2.13710e-04 
  8.56351e-02  4.64562e-03  2.12141e-04 
  8.72130e-02  4.33807e-03  2.10648e-04 
  8.88566e-02  4.30259e-03  2.00762e-04 
  9.05659e-02  4.03547e-03  1.99465e-04 
  9.22753e-02  3.82102e-03  2.07970e-04 
  9.39846e-02  3.69353e-03  2.02170e-04 
  9.57597e-02  3.53033e-03  1.91876e-04 
  9.76006e-02  3.39287e-03  1.89001e-04 
  9.94414e-02  3.30973e-03  1.85869e-04 
  1.01282e-01  3.15991e-03  1.85174e-04 
  1.03189e-01  3.07976e-03  1.77426e-04 
  1.05161e-01  2.96755e-03  1.76164e-04 
  1.07134e-01  2.82411e-03  1.80238e-04 
  1.09172e-01  2.77216e-03  1.85692e-04 
  1.11275e-01  2.70181e-03  1.90458e-04 
  1.13379e-01  2.60063e-03  1.80069e-04 
  1.15483e-01  2.47355e-03  1.75223e-04 
  1.17653e-01  2.54328e-03  1.65975e-04 
  1.19888e-01  2.49012e-03  1.61780e-04 
  1.22123e-01  2.37214e-03  1.59353e-04 
  1.24424e-01  2.40202e-03  1.53534e-04 
  1.26791e-01  2.37134e-03  1.52077e-04 
  1.29224e-01  2.32433e-03  1.46736e-04 
  1.31722e-01  2.28366e-03  1.45536e-04 
  1.34220e-01  2.26919e-03  1.44551e-04 
  1.36784e-01  2.34257e-03  1.39734e-04 
  1.39414e-01  2.23871e-03  1.38543e-04 
  1.42044e-01  2.29176e-03  1.37204e-04 
  1.44739e-01  2.18572e-03  1.33046e-04 
  1.47501e-01  2.30252e-03  1.32031e-04 
  1.50328e-01  2.24739e-03  1.28179e-04 
  1.53220e-01  2.23548e-03  1.27129e-04 
  1.56113e-01  2.21158e-03  1.26092e-04 
  1.59072e-01  2.20590e-03  1.22402e-04 
  1.62096e-01  2.12189e-03  1.21369e-04 
  1.65186e-01  2.11236e-03  1.17856e-04 
  1.68342e-01  2.05480e-03  1.16920e-04 
  1.71563e-01  2.09117e-03  1.13626e-04 
  1.74850e-01  2.05545e-03  1.12720e-04 
  1.78203e-01  1.94167e-03  1.09627e-04 
  1.81622e-01  1.86674e-03  1.14994e-04 
  1.85106e-01  1.82749e-03  1.17567e-04 
  1.88657e-01  1.75129e-03  1.09863e-04 
  1.92272e-01  1.68328e-03  1.04458e-04 
  1.95954e-01  1.63560e-03  1.03110e-04 
  1.99702e-01  1.62439e-03  1.00164e-04 
  2.03515e-01  1.53446e-03  9.91219e-05 
  2.07394e-01  1.47444e-03  9.65373e-05 
  2.11404e-01  1.43218e-03  9.41126e-05 
  2.15480e-01  1.34442e-03  9.31833e-05 
  2.19622e-01  1.30821e-03  9.08204e-05 
  2.23830e-01  1.27405e-03  8.99696e-05 
  2.28103e-01  1.18914e-03  8.78534e-05 
  2.32508e-01  1.18215e-03  9.25544e-05 
  2.36979e-01  1.09649e-03  9.51490e-05 
  2.41515e-01  1.05824e-03  9.51336e-05 
  2.46183e-01  1.02070e-03  9.47824e-05 
  2.50982e-01  9.77833e-04  9.43712e-05 
  2.55847e-01  9.62324e-04  1.04296e-04 
  2.60778e-01  9.82393e-04  1.14286e-04 
  2.65840e-01  9.26453e-04  1.19565e-04 
  2.70968e-01  8.94293e-04  1.25924e-04 
  2.76162e-01  8.65532e-04  1.31041e-04 
  2.81488e-01  8.71968e-04  1.37063e-04 
  2.86944e-01  7.82241e-04  1.43841e-04 
  2.92533e-01  8.08133e-04  1.50491e-04 
  2.98252e-01  7.70088e-04  1.56270e-04 
  3.04038e-01  7.75109e-04  1.68946e-04 
  3.09889e-01  8.26507e-04  1.82710e-04 
  3.15872e-01  7.43114e-04  2.01489e-04 
  3.21986e-01  7.46949e-04  2.28873e-04 
  3.28232e-01  7.25303e-04  2.74192e-04 
  3.34609e-01  7.19781e-04  3.73537e-04 
  3.38948e-01  4.21172e-04  9.32499e-04 
