# rebinned data
# q            I            dI          
  6.54466e-03  3.94239e-02  3.88663e-03 
  6.74189e-03  3.93905e-02  2.62432e-03 
  7.00487e-03  3.84201e-02  2.52379e-03 
  7.26785e-03  3.96193e-02  2.39001e-03 
  7.53083e-03  3.79669e-02  2.25401e-03 
  7.79380e-03  3.77686e-02  2.16386e-03 
  8.05678e-03  3.77176e-02  2.06681e-03 
  8.31976e-03  3.72654e-02  2.01025e-03 
  8.58274e-03  3.60728e-02  1.91919e-03 
  8.84571e-03  3.63465e-02  1.84918e-03 
  9.10869e-03  3.63862e-02  1.80315e-03 
  9.37167e-03  3.65491e-02  1.73858e-03 
  9.63465e-03  3.61653e-02  1.68873e-03 
  9.89762e-03  3.69632e-02  1.63752e-03 
  1.01606e-02  3.58861e-02  1.58130e-03 
  1.04236e-02  3.53046e-02  1.56735e-03 
  1.06866e-02  3.56103e-02  1.51696e-03 
  1.09495e-02  3.47716e-02  1.47989e-03 
  1.12125e-02  3.54688e-02  1.43271e-03 
  1.14755e-02  3.46892e-02  1.39020e-03 
  1.17385e-02  3.41831e-02  1.34035e-03 
  1.20014e-02  3.41990e-02  1.29615e-03 
  1.22644e-02  3.41702e-02  1.24114e-03 
  1.25274e-02  3.40103e-02  1.20978e-03 
  1.27904e-02  3.35106e-02  1.16634e-03 
  1.30534e-02  3.35970e-02  1.14491e-03 
  1.33163e-02  3.35231e-02  1.11568e-03 
  1.35793e-02  3.37401e-02  1.09898e-03 
  1.38423e-02  3.35084e-02  1.08336e-03 
  1.41053e-02  3.19334e-02  1.05557e-03 
  1.43682e-02  3.24876e-02  1.05353e-03 
  1.46312e-02  3.19494e-02  1.03001e-03 
  1.48942e-02  3.15844e-02  1.01402e-03 
  1.51572e-02  3.18203e-02  1.00502e-03 
  1.54201e-02  3.19477e-02  9.89608e-04 
  1.56831e-02  3.13931e-02  9.84167e-04 
  1.60118e-02  3.11988e-02  7.86085e-04 
  1.64063e-02  3.08441e-02  7.72462e-04 
  1.68008e-02  3.06785e-02  7.61233e-04 
  1.71952e-02  3.04768e-02  7.50220e-04 
  1.75897e-02  2.98463e-02  7.38757e-04 
  1.79842e-02  2.98123e-02  7.24582e-04 
  1.83786e-02  2.93458e-02  7.15590e-04 
  1.87731e-02  2.92660e-02  7.04383e-04 
  1.91676e-02  2.89775e-02  6.94423e-04 
  1.95620e-02  2.86083e-02  6.86949e-04 
  1.99565e-02  2.78615e-02  6.74803e-04 
  2.03510e-02  2.81340e-02  6.67338e-04 
  2.07454e-02  2.78620e-02  6.58430e-04 
  2.11399e-02  2.73949e-02  6.50024e-04 
