# rebinned data
# q            I            dI          
  8.51699e-03  2.04564e-02  2.63339e-03 
  8.71422e-03  2.04571e-02  1.80791e-03 
  8.97720e-03  2.06241e-02  1.76204e-03 
  9.24018e-03  2.08078e-02  1.68922e-03 
  9.50316e-03  2.13980e-02  1.63257e-03 
  9.76613e-03  2.04310e-02  1.59099e-03 
  1.00291e-02  2.05583e-02  1.54191e-03 
  1.02921e-02  2.02141e-02  1.49443e-03 
  1.05551e-02  2.12195e-02  1.45081e-03 
  1.08180e-02  2.07033e-02  1.41131e-03 
  1.10810e-02  2.05067e-02  1.39002e-03 
  1.13440e-02  2.12456e-02  1.34636e-03 
  1.16070e-02  2.09584e-02  1.30562e-03 
  1.18700e-02  2.01406e-02  1.24152e-03 
  1.21329e-02  2.05886e-02  1.20010e-03 
  1.23959e-02  2.04734e-02  1.16849e-03 
  1.26589e-02  2.07980e-02  1.12747e-03 
  1.29219e-02  2.05020e-02  1.09118e-03 
  1.31848e-02  2.05874e-02  1.06504e-03 
  1.34478e-02  2.00795e-02  1.04545e-03 
  1.37108e-02  2.00803e-02  1.03830e-03 
  1.39738e-02  1.93790e-02  1.00783e-03 
  1.42367e-02  2.01038e-02  9.95489e-04 
  1.44997e-02  2.00560e-02  9.84974e-04 
  1.47627e-02  1.95244e-02  9.66996e-04 
  1.50257e-02  1.94140e-02  9.63791e-04 
  1.52887e-02  1.95986e-02  9.41524e-04 
  1.55516e-02  1.94450e-02  9.29577e-04 
  1.58146e-02  1.94711e-02  9.24019e-04 
  1.60776e-02  1.88925e-02  9.05712e-04 
  1.63406e-02  1.92812e-02  9.00209e-04 
  1.66035e-02  1.91027e-02  8.86089e-04 
  1.68665e-02  1.93787e-02  8.81926e-04 
  1.71295e-02  1.83275e-02  8.68623e-04 
  1.73925e-02  1.84505e-02  8.61435e-04 
  1.76555e-02  1.85119e-02  8.54072e-04 
  1.79842e-02  1.85085e-02  6.87591e-04 
  1.83786e-02  1.83450e-02  6.77193e-04 
  1.87731e-02  1.81916e-02  6.68483e-04 
  1.91676e-02  1.77959e-02  6.54950e-04 
  1.95620e-02  1.78604e-02  6.50863e-04 
  1.99565e-02  1.74692e-02  6.39427e-04 
  2.03510e-02  1.74170e-02  6.32093e-04 
  2.07454e-02  1.70471e-02  6.23249e-04 
  2.11399e-02  1.67140e-02  6.16660e-04 
  2.15344e-02  1.68098e-02  6.10020e-04 
  2.19288e-02  1.63627e-02  6.01376e-04 
  2.23233e-02  1.63911e-02  5.93803e-04 
  2.27178e-02  1.58429e-02  5.86534e-04 
  2.31122e-02  1.58294e-02  5.79757e-04 
  2.35067e-02  1.56808e-02  5.75837e-04 
  2.39012e-02  1.54196e-02  5.70320e-04 
  2.42956e-02  1.53693e-02  5.62106e-04 
  2.46901e-02  1.50702e-02  5.57561e-04 
  2.50846e-02  1.47250e-02  5.49426e-04 
  2.54790e-02  1.46471e-02  5.45898e-04 
  2.59392e-02  1.43962e-02  4.67436e-04 
  2.64652e-02  1.38826e-02  4.61220e-04 
  2.69912e-02  1.37463e-02  4.55137e-04 
  2.75171e-02  1.34177e-02  4.50704e-04 
  2.80431e-02  1.30698e-02  4.43198e-04 
  2.85690e-02  1.27211e-02  4.38993e-04 
  2.90950e-02  1.25398e-02  4.34077e-04 
  2.96209e-02  1.25019e-02  4.29681e-04 
  3.01469e-02  1.21866e-02  4.23712e-04 
  3.06728e-02  1.15860e-02  4.19801e-04 
  3.11988e-02  1.16578e-02  4.15466e-04 
  3.17247e-02  1.11772e-02  4.10633e-04 
  3.22507e-02  1.10159e-02  4.06695e-04 
  3.27767e-02  1.07169e-02  4.01720e-04 
  3.33026e-02  1.05951e-02  4.00972e-04 
  3.38943e-02  1.00589e-02  3.62652e-04 
  3.45518e-02  9.88611e-03  3.63256e-04 
  3.52092e-02  9.43444e-03  3.64145e-04 
  3.58666e-02  9.08380e-03  3.72807e-04 
  3.65241e-02  8.83776e-03  3.74903e-04 
  3.71815e-02  8.51033e-03  3.75970e-04 
  3.78390e-02  8.17682e-03  3.78335e-04 
  3.84964e-02  7.94398e-03  3.70790e-04 
  3.91539e-02  7.81083e-03  3.63646e-04 
  3.98113e-02  7.35913e-03  3.60010e-04 
  4.04687e-02  6.97887e-03  3.56462e-04 
  4.11919e-02  6.68224e-03  3.22271e-04 
  4.19809e-02  6.42894e-03  3.19617e-04 
  4.27698e-02  6.50882e-03  3.16716e-04 
  4.35587e-02  5.93740e-03  3.13982e-04 
  4.43477e-02  5.63056e-03  3.12170e-04 
  4.51366e-02  5.34583e-03  3.09418e-04 
  4.59255e-02  5.03518e-03  3.07378e-04 
  4.67145e-02  4.73404e-03  3.14843e-04 
  4.75034e-02  4.45461e-03  3.19176e-04 
  4.83581e-02  4.27797e-03  2.98323e-04 
  4.92785e-02  4.05199e-03  3.00406e-04 
  5.01989e-02  3.80372e-03  3.01755e-04 
  5.11193e-02  3.46927e-03  3.03281e-04 
  5.20398e-02  3.15249e-03  3.03532e-04 
  5.29602e-02  3.09499e-03  3.04536e-04 
  5.38806e-02  2.80669e-03  3.05354e-04 
  5.48010e-02  2.50673e-03  3.05727e-04 
  5.57872e-02  2.47595e-03  2.86727e-04 
  5.68391e-02  2.34196e-03  2.86872e-04 
  5.78910e-02  2.00375e-03  2.85317e-04 
  5.89429e-02  1.84887e-03  2.83021e-04 
  5.99948e-02  1.76208e-03  2.80158e-04 
  6.10467e-02  1.52523e-03  2.78772e-04 
  6.20986e-02  1.45115e-03  2.77564e-04 
  6.32163e-02  1.28047e-03  2.60130e-04 
  6.43997e-02  1.19976e-03  2.59290e-04 
  6.55831e-02  1.09294e-03  2.57570e-04 
  6.67665e-02  1.06401e-03  2.56473e-04 
  6.79499e-02  9.08242e-04  2.54803e-04 
  6.91990e-02  8.82317e-04  2.40545e-04 
  7.05139e-02  8.55870e-04  2.39091e-04 
  7.18288e-02  7.15685e-04  2.37852e-04 
  7.31437e-02  5.59813e-04  2.36445e-04 
  7.44586e-02  6.91676e-04  2.35610e-04 
  7.57735e-02  6.62907e-04  2.34064e-04 
  7.71541e-02  7.00711e-04  2.22160e-04 
  7.86005e-02  6.34119e-04  2.20962e-04 
  8.00468e-02  7.51073e-04  2.19721e-04 
  8.14932e-02  7.99562e-04  2.18791e-04 
  8.29396e-02  7.89681e-04  2.17894e-04 
  8.44517e-02  7.76112e-04  2.07173e-04 
  8.60296e-02  8.89569e-04  2.06337e-04 
  8.76074e-02  8.33951e-04  2.05373e-04 
  8.91853e-02  1.00999e-03  2.04104e-04 
  9.08289e-02  1.14880e-03  1.96173e-04 
  9.25383e-02  1.15863e-03  2.04442e-04 
  9.42476e-02  1.21749e-03  1.98382e-04 
  9.59570e-02  1.25278e-03  1.95819e-04 
  9.77321e-02  1.35700e-03  1.86245e-04 
  9.95729e-02  1.48780e-03  1.83666e-04 
  1.01414e-01  1.49949e-03  1.83212e-04 
  1.03255e-01  1.59108e-03  1.81958e-04 
  1.05161e-01  1.65634e-03  1.74792e-04 
  1.07134e-01  1.79566e-03  1.79228e-04 
  1.09106e-01  1.80181e-03  1.90611e-04 
  1.11144e-01  1.78511e-03  1.89813e-04 
  1.13248e-01  1.93695e-03  1.79870e-04 
  1.15352e-01  1.96241e-03  1.75205e-04 
  1.17455e-01  2.05767e-03  1.71339e-04 
  1.19625e-01  2.05533e-03  1.61985e-04 
  1.21860e-01  1.99788e-03  1.59403e-04 
  1.24096e-01  1.99382e-03  1.58004e-04 
  1.26397e-01  1.98589e-03  1.52278e-04 
  1.28763e-01  2.08174e-03  1.51011e-04 
