# rebinned data
# q            I            dI          
  6.54466e-03  2.60447e-02  3.76987e-03 
  6.74189e-03  2.48314e-02  2.53249e-03 
  7.00487e-03  2.41695e-02  2.43060e-03 
  7.26785e-03  2.41924e-02  2.28718e-03 
  7.53083e-03  2.30883e-02  2.15447e-03 
  7.79380e-03  2.39693e-02  2.07036e-03 
  8.05678e-03  2.36691e-02  1.97072e-03 
  8.31976e-03  2.35112e-02  1.91485e-03 
  8.58274e-03  2.28591e-02  1.82752e-03 
  8.84571e-03  2.36114e-02  1.76077e-03 
  9.10869e-03  2.32592e-02  1.71136e-03 
  9.37167e-03  2.34659e-02  1.64713e-03 
  9.63465e-03  2.33466e-02  1.59932e-03 
  9.89762e-03  2.39692e-02  1.54683e-03 
  1.01606e-02  2.31066e-02  1.49248e-03 
  1.04236e-02  2.30488e-02  1.48206e-03 
  1.06866e-02  2.26281e-02  1.42792e-03 
  1.09495e-02  2.28597e-02  1.39859e-03 
  1.12125e-02  2.27411e-02  1.34693e-03 
  1.14755e-02  2.29292e-02  1.31245e-03 
  1.17385e-02  2.27013e-02  1.26479e-03 
  1.20014e-02  2.25502e-02  1.22093e-03 
  1.22644e-02  2.24579e-02  1.16760e-03 
  1.25274e-02  2.21516e-02  1.13662e-03 
  1.27904e-02  2.26637e-02  1.10074e-03 
  1.30534e-02  2.24335e-02  1.07845e-03 
  1.33163e-02  2.26032e-02  1.05189e-03 
  1.35793e-02  2.26126e-02  1.03396e-03 
  1.38423e-02  2.21304e-02  1.01747e-03 
  1.41053e-02  2.13690e-02  9.95033e-04 
  1.43682e-02  2.18294e-02  9.92531e-04 
  1.46312e-02  2.16217e-02  9.71533e-04 
  1.48942e-02  2.16575e-02  9.58384e-04 
  1.51572e-02  2.14090e-02  9.46922e-04 
  1.54201e-02  2.13027e-02  9.30600e-04 
  1.56831e-02  2.11159e-02  9.27469e-04 
  1.60118e-02  2.12487e-02  7.42116e-04 
  1.64063e-02  2.12196e-02  7.30191e-04 
  1.68008e-02  2.06845e-02  7.18002e-04 
  1.71952e-02  2.07309e-02  7.08387e-04 
  1.75897e-02  2.06763e-02  7.00027e-04 
  1.79842e-02  2.03574e-02  6.84898e-04 
  1.83786e-02  1.99928e-02  6.76734e-04 
  1.87731e-02  2.02285e-02  6.67098e-04 
  1.91676e-02  1.97694e-02  6.56982e-04 
  1.95620e-02  1.97635e-02  6.51169e-04 
  1.99565e-02  1.91297e-02  6.39819e-04 
  2.03510e-02  1.95998e-02  6.33478e-04 
  2.07454e-02  1.91712e-02  6.24079e-04 
  2.11399e-02  1.88164e-02  6.16735e-04 
  2.15344e-02  1.88268e-02  6.10821e-04 
  2.19288e-02  1.89028e-02  6.02999e-04 
  2.23233e-02  1.84347e-02  5.96410e-04 
  2.27178e-02  1.81145e-02  5.88306e-04 
  2.31122e-02  1.79253e-02  5.81338e-04 
  2.35067e-02  1.78934e-02  5.78252e-04 
  2.39669e-02  1.78993e-02  4.94172e-04 
  2.44929e-02  1.76811e-02  4.86636e-04 
  2.50188e-02  1.73150e-02  4.80033e-04 
  2.55448e-02  1.72813e-02  4.74208e-04 
  2.60707e-02  1.68340e-02  4.68081e-04 
  2.65967e-02  1.66370e-02  4.62293e-04 
  2.71226e-02  1.64034e-02  4.57242e-04 
  2.76486e-02  1.60425e-02  4.51259e-04 
  2.81746e-02  1.58303e-02  4.46234e-04 
  2.87005e-02  1.58016e-02  4.40304e-04 
  2.92265e-02  1.54739e-02  4.37793e-04 
  2.97524e-02  1.50750e-02  4.30867e-04 
  3.02784e-02  1.51697e-02  4.26638e-04 
  3.08043e-02  1.48246e-02  4.21289e-04 
  3.13303e-02  1.44334e-02  4.18224e-04 
  3.19220e-02  1.43067e-02  3.68943e-04 
  3.25794e-02  1.40011e-02  3.64759e-04 
  3.32369e-02  1.36828e-02  3.62079e-04 
  3.38943e-02  1.31814e-02  3.66568e-04 
  3.45518e-02  1.31113e-02  3.67631e-04 
  3.52092e-02  1.30040e-02  3.68426e-04 
  3.58666e-02  1.26576e-02  3.77401e-04 
  3.65241e-02  1.24569e-02  3.80021e-04 
  3.71815e-02  1.21931e-02  3.80752e-04 
  3.78390e-02  1.18244e-02  3.83319e-04 
  3.84964e-02  1.16257e-02  3.75632e-04 
  3.92196e-02  1.13612e-02  3.36441e-04 
  4.00085e-02  1.10680e-02  3.32092e-04 
  4.07975e-02  1.06751e-02  3.28984e-04 
  4.15864e-02  1.04859e-02  3.25719e-04 
  4.23753e-02  1.02531e-02  3.22857e-04 
  4.31643e-02  9.80807e-03  3.20272e-04 
  4.39532e-02  9.66071e-03  3.17608e-04 
  4.47421e-02  9.40960e-03  3.14959e-04 
  4.55311e-02  9.04879e-03  3.12609e-04 
  4.63857e-02  8.82237e-03  2.92746e-04 
  4.73062e-02  8.51283e-03  2.99286e-04 
  4.82266e-02  8.17989e-03  3.02278e-04 
  4.91470e-02  7.92589e-03  3.04727e-04 
  5.00674e-02  7.64462e-03  3.05896e-04 
  5.09878e-02  7.28163e-03  3.07771e-04 
  5.19083e-02  7.11788e-03  3.08573e-04 
  5.28287e-02  6.96071e-03  3.08816e-04 
  5.38148e-02  6.64367e-03  2.89833e-04 
  5.48668e-02  6.37471e-03  2.90190e-04 
  5.59187e-02  6.10736e-03  2.90931e-04 
  5.69706e-02  5.85245e-03  2.90660e-04 
  5.80225e-02  5.62397e-03  2.89271e-04 
  5.90744e-02  5.32994e-03  2.86360e-04 
  6.01263e-02  5.15999e-03  2.83278e-04 
  6.12440e-02  4.95773e-03  2.65425e-04 
  6.24274e-02  4.67103e-03  2.64164e-04 
  6.36108e-02  4.56076e-03  2.62562e-04 
  6.47942e-02  4.35207e-03  2.61296e-04 
  6.59776e-02  4.18184e-03  2.59389e-04 
  6.72267e-02  3.92754e-03  2.44807e-04 
  6.85416e-02  3.83100e-03  2.43122e-04 
  6.98565e-02  3.59726e-03  2.41461e-04 
  7.11714e-02  3.37022e-03  2.40078e-04 
  7.24862e-02  3.26421e-03  2.38421e-04 
  7.38011e-02  3.12197e-03  2.37151e-04 
  7.51818e-02  2.98607e-03  2.24605e-04 
  7.66281e-02  3.03929e-03  2.23232e-04 
  7.80745e-02  2.73400e-03  2.21773e-04 
  7.95209e-02  2.75744e-03  2.20564e-04 
  8.09673e-02  2.64882e-03  2.19258e-04 
  8.24794e-02  2.45842e-03  2.08479e-04 
  8.40572e-02  2.42176e-03  2.07395e-04 
  8.56351e-02  2.29129e-03  2.05799e-04 
  8.72130e-02  2.24657e-03  2.04790e-04 
  8.88566e-02  2.30222e-03  1.95450e-04 
  9.05659e-02  2.23982e-03  1.94394e-04 
  9.22753e-02  2.15891e-03  2.03042e-04 
  9.39846e-02  2.16384e-03  1.97554e-04 
  9.57597e-02  2.13922e-03  1.87523e-04 
  9.76006e-02  2.20056e-03  1.85040e-04 
  9.94414e-02  2.16448e-03  1.82223e-04 
  1.01282e-01  2.08640e-03  1.81529e-04 
  1.03189e-01  2.14762e-03  1.74082e-04 
  1.05161e-01  2.15511e-03  1.73088e-04 
  1.07134e-01  2.21400e-03  1.77348e-04 
  1.09172e-01  2.20307e-03  1.82681e-04 
  1.11275e-01  2.19187e-03  1.87364e-04 
  1.13379e-01  2.16676e-03  1.77376e-04 
  1.15483e-01  2.20847e-03  1.72760e-04 
  1.17653e-01  2.25955e-03  1.63627e-04 
  1.19888e-01  2.26911e-03  1.59550e-04 
  1.22123e-01  2.27385e-03  1.57183e-04 
  1.24424e-01  2.25848e-03  1.51568e-04 
  1.26791e-01  2.25088e-03  1.50117e-04 
  1.29224e-01  2.27662e-03  1.44950e-04 
  1.31722e-01  2.24685e-03  1.43795e-04 
  1.34220e-01  2.30939e-03  1.42894e-04 
  1.36784e-01  2.28788e-03  1.38070e-04 
  1.39414e-01  2.27392e-03  1.36890e-04 
  1.42044e-01  2.25220e-03  1.35566e-04 
  1.44739e-01  2.28105e-03  1.31476e-04 
  1.47501e-01  2.23105e-03  1.30479e-04 
  1.50328e-01  2.27980e-03  1.26692e-04 
  1.53220e-01  2.32811e-03  1.25651e-04 
  1.56113e-01  2.24727e-03  1.24618e-04 
  1.59072e-01  2.21307e-03  1.20932e-04 
  1.62096e-01  2.16664e-03  1.19875e-04 
  1.65186e-01  2.10996e-03  1.16467e-04 
  1.68342e-01  2.06392e-03  1.15579e-04 
  1.71563e-01  2.07842e-03  1.12290e-04 
  1.74850e-01  2.04993e-03  1.11401e-04 
  1.78203e-01  2.03813e-03  1.08393e-04 
  1.81622e-01  2.02344e-03  1.13675e-04 
  1.85106e-01  1.88730e-03  1.16213e-04 
  1.88657e-01  1.86725e-03  1.08673e-04 
  1.92272e-01  1.89502e-03  1.03314e-04 
  1.95954e-01  1.78869e-03  1.01942e-04 
  1.99702e-01  1.77805e-03  9.91003e-05 
  2.03515e-01  1.74484e-03  9.80362e-05 
  2.07394e-01  1.68969e-03  9.54663e-05 
  2.11404e-01  1.59183e-03  9.31104e-05 
  2.15480e-01  1.59271e-03  9.22219e-05 
  2.19622e-01  1.53767e-03  8.98717e-05 
  2.23830e-01  1.53987e-03  8.90476e-05 
  2.28103e-01  1.45455e-03  8.69586e-05 
  2.32508e-01  1.45615e-03  9.16517e-05 
  2.36979e-01  1.38822e-03  9.41788e-05 
  2.41515e-01  1.42066e-03  9.41783e-05 
  2.46183e-01  1.38783e-03  9.39084e-05 
  2.50982e-01  1.33511e-03  9.34539e-05 
  2.55847e-01  1.32619e-03  1.03322e-04 
  2.60778e-01  1.28843e-03  1.13242e-04 
  2.65840e-01  1.24177e-03  1.18390e-04 
  2.70968e-01  1.27034e-03  1.24745e-04 
  2.76162e-01  1.24124e-03  1.29885e-04 
  2.81488e-01  1.17156e-03  1.35700e-04 
  2.86944e-01  1.24852e-03  1.42583e-04 
  2.92533e-01  1.23964e-03  1.49179e-04 
  2.98252e-01  1.17287e-03  1.54850e-04 
  3.04038e-01  1.12839e-03  1.67381e-04 
  3.09889e-01  1.25181e-03  1.81107e-04 
  3.15872e-01  1.12707e-03  1.99770e-04 
  3.21986e-01  1.05590e-03  2.26996e-04 
  3.28232e-01  1.22171e-03  2.71752e-04 
  3.34609e-01  1.34089e-03  3.70930e-04 
  3.38948e-01  1.19351e-03  9.21812e-04 
