# rebinned data
# q            I            dI          
  8.44517e-02  7.88802e-04  2.06972e-04 
  8.60296e-02  7.58612e-04  2.05912e-04 
  8.76074e-02  7.78865e-04  2.05030e-04 
  8.91853e-02  9.77285e-04  2.03806e-04 
  9.08289e-02  9.25902e-04  1.95600e-04 
  9.25383e-02  1.04811e-03  2.04046e-04 
  9.42476e-02  1.06428e-03  1.97883e-04 
  9.59570e-02  1.09103e-03  1.95356e-04 
  9.77321e-02  1.13639e-03  1.85699e-04 
  9.95729e-02  1.31150e-03  1.83188e-04 
  1.01414e-01  1.26794e-03  1.82680e-04 
  1.03255e-01  1.36186e-03  1.81432e-04 
  1.05161e-01  1.34413e-03  1.74193e-04 
  1.07134e-01  1.44114e-03  1.78545e-04 
  1.09106e-01  1.46422e-03  1.89934e-04 
  1.11144e-01  1.45804e-03  1.89144e-04 
  1.13248e-01  1.46913e-03  1.79028e-04 
  1.15352e-01  1.41710e-03  1.74280e-04 
  1.17455e-01  1.49879e-03  1.70386e-04 
  1.19625e-01  1.55761e-03  1.61188e-04 
  1.21860e-01  1.50529e-03  1.58639e-04 
  1.24096e-01  1.52928e-03  1.57267e-04 
  1.26397e-01  1.53686e-03  1.51587e-04 
  1.28763e-01  1.54810e-03  1.50227e-04 
  1.31196e-01  1.53129e-03  1.45112e-04 
  1.33694e-01  1.47262e-03  1.44012e-04 
  1.36193e-01  1.53322e-03  1.42909e-04 
  1.38757e-01  1.44160e-03  1.38132e-04 
  1.41386e-01  1.47767e-03  1.36840e-04 
  1.44016e-01  1.40479e-03  1.35846e-04 
  1.46712e-01  1.37445e-03  1.31580e-04 
  1.49473e-01  1.32943e-03  1.30652e-04 
  1.52300e-01  1.37174e-03  1.26727e-04 
  1.55193e-01  1.27811e-03  1.25704e-04 
  1.58085e-01  1.33436e-03  1.24715e-04 
  1.61044e-01  1.26248e-03  1.20998e-04 
  1.64068e-01  1.18987e-03  1.20052e-04 
  1.67158e-01  1.21986e-03  1.16603e-04 
  1.70314e-01  1.16993e-03  1.15692e-04 
  1.73535e-01  1.13575e-03  1.12370e-04 
  1.76823e-01  1.04883e-03  1.11492e-04 
  1.80175e-01  1.05015e-03  1.10645e-04 
  1.83594e-01  9.44622e-04  1.19441e-04 
  1.87079e-01  9.23123e-04  1.12358e-04 
  1.90629e-01  8.15963e-04  1.06837e-04 
  1.94245e-01  8.08623e-04  1.03138e-04 
  1.97926e-01  7.80526e-04  1.01909e-04 
  2.01674e-01  7.40907e-04  9.90955e-05 
  2.05487e-01  6.23345e-04  9.80426e-05 
  2.09366e-01  6.23430e-04  9.56415e-05 
  2.13376e-01  5.73193e-04  9.32039e-05 
  2.17453e-01  5.57693e-04  9.22765e-05 
  2.21594e-01  5.06023e-04  8.99664e-05 
  2.25802e-01  5.01618e-04  8.91462e-05 
  2.30075e-01  4.38776e-04  8.94839e-05 
  2.34480e-01  4.46141e-04  9.37312e-05 
  2.38951e-01  4.17598e-04  9.54376e-05 
  2.43487e-01  4.05607e-04  9.52042e-05 
  2.48155e-01  3.82658e-04  9.48162e-05 
  2.52954e-01  3.74705e-04  9.59100e-05 
  2.57820e-01  3.71556e-04  1.09935e-04 
  2.62750e-01  3.94650e-04  1.16559e-04 
  2.67813e-01  3.41443e-04  1.21707e-04 
  2.72941e-01  3.63571e-04  1.28010e-04 
  2.78135e-01  3.75059e-04  1.33481e-04 
  2.83460e-01  3.74114e-04  1.39610e-04 
  2.88917e-01  3.27426e-04  1.46727e-04 
  2.94505e-01  3.74055e-04  1.52255e-04 
  3.00225e-01  2.78402e-04  1.59881e-04 
  3.06010e-01  3.77671e-04  1.73475e-04 
  3.11861e-01  3.37472e-04  1.88468e-04 
  3.17844e-01  2.87811e-04  2.09589e-04 
  3.23958e-01  3.84482e-04  2.40800e-04 
  3.30204e-01  2.67566e-04  2.95769e-04 
  3.36581e-01  3.85893e-04  4.42795e-04 
  3.39934e-01  1.92204e-04  3.14935e-03 
