# rebinned data
# q            I            dI          
  2.36382e-02  2.10803e-02  5.93402e-04 
  2.40327e-02  2.11137e-02  5.88067e-04 
  2.44271e-02  2.08307e-02  5.78920e-04 
  2.48216e-02  2.08723e-02  5.77127e-04 
  2.52818e-02  2.04622e-02  4.92676e-04 
  2.58078e-02  2.00769e-02  4.84774e-04 
  2.63337e-02  1.96526e-02  4.79253e-04 
  2.68597e-02  1.95478e-02  4.74772e-04 
  2.73856e-02  1.89249e-02  4.67058e-04 
  2.79116e-02  1.86927e-02  4.61072e-04 
  2.84375e-02  1.86376e-02  4.56551e-04 
  2.89635e-02  1.80426e-02  4.50835e-04 
  2.94894e-02  1.79687e-02  4.45906e-04 
  3.00154e-02  1.76193e-02  4.40382e-04 
  3.05413e-02  1.71844e-02  4.36363e-04 
  3.10673e-02  1.69174e-02  4.30282e-04 
  3.15933e-02  1.67240e-02  4.27032e-04 
  3.21192e-02  1.65445e-02  4.21784e-04 
  3.26452e-02  1.59821e-02  4.17492e-04 
  3.32369e-02  1.56645e-02  3.70632e-04 
  3.38943e-02  1.54746e-02  3.75837e-04 
  3.45518e-02  1.51467e-02  3.76101e-04 
  3.52092e-02  1.45494e-02  3.76801e-04 
  3.58666e-02  1.42446e-02  3.85831e-04 
  3.65241e-02  1.39156e-02  3.87745e-04 
  3.71815e-02  1.36469e-02  3.89074e-04 
  3.78390e-02  1.31366e-02  3.91090e-04 
  3.84964e-02  1.27955e-02  3.82944e-04 
  3.91539e-02  1.26468e-02  3.75689e-04 
  3.98113e-02  1.22165e-02  3.71882e-04 
  4.05345e-02  1.17050e-02  3.35864e-04 
  4.13234e-02  1.16096e-02  3.32600e-04 
  4.21124e-02  1.12005e-02  3.29214e-04 
  4.29013e-02  1.07421e-02  3.26071e-04 
  4.36902e-02  1.02619e-02  3.22740e-04 
  4.44792e-02  9.87188e-03  3.21171e-04 
  4.52681e-02  9.57361e-03  3.18135e-04 
  4.60570e-02  9.30278e-03  3.16933e-04 
  4.68459e-02  8.99449e-03  3.25281e-04 
  4.77006e-02  8.57895e-03  3.04680e-04 
  4.86210e-02  8.33390e-03  3.07472e-04 
  4.95415e-02  7.89143e-03  3.09059e-04 
  5.04619e-02  7.55008e-03  3.10585e-04 
  5.13823e-02  7.26524e-03  3.10895e-04 
  5.23027e-02  6.92120e-03  3.11878e-04 
  5.32231e-02  6.56116e-03  3.12321e-04 
  5.41436e-02  6.21361e-03  3.12842e-04 
  5.51297e-02  5.86782e-03  2.92660e-04 
  5.61816e-02  5.69806e-03  2.93104e-04 
  5.72336e-02  5.19967e-03  2.92108e-04 
  5.82855e-02  4.99917e-03  2.91128e-04 
  5.93374e-02  4.70965e-03  2.86773e-04 
  6.03893e-02  4.46698e-03  2.84993e-04 
  6.14412e-02  4.14406e-03  2.83252e-04 
  6.25588e-02  3.99309e-03  2.65397e-04 
  6.37422e-02  3.61126e-03  2.63967e-04 
  6.49256e-02  3.49088e-03  2.62394e-04 
  6.61090e-02  3.17279e-03  2.60489e-04 
  6.72924e-02  2.98656e-03  2.59154e-04 
  6.85416e-02  2.86794e-03  2.44074e-04 
  6.98565e-02  2.66579e-03  2.42585e-04 
  7.11714e-02  2.44103e-03  2.41130e-04 
  7.24862e-02  2.24716e-03  2.39163e-04 
  7.38011e-02  2.05750e-03  2.38260e-04 
  7.51160e-02  2.06621e-03  2.36703e-04 
  7.64966e-02  1.89405e-03  2.24151e-04 
  7.79430e-02  1.63727e-03  2.22729e-04 
  7.93894e-02  1.67737e-03  2.21380e-04 
  8.08358e-02  1.63374e-03  2.20077e-04 
  8.22822e-02  1.54902e-03  2.19054e-04 
  8.37943e-02  1.50082e-03  2.08270e-04 
  8.53721e-02  1.32712e-03  2.07115e-04 
  8.69500e-02  1.31681e-03  2.06069e-04 
  8.85279e-02  1.37507e-03  2.04723e-04 
  9.01715e-02  1.41524e-03  1.95722e-04 
  9.18808e-02  1.42181e-03  2.02570e-04 
  9.35902e-02  1.44082e-03  1.99943e-04 
  9.52995e-02  1.38824e-03  1.96425e-04 
  9.70746e-02  1.44417e-03  1.87176e-04 
  9.89155e-02  1.46887e-03  1.83675e-04 
  1.00756e-01  1.54272e-03  1.83211e-04 
  1.02597e-01  1.56953e-03  1.81978e-04 
  1.04504e-01  1.60491e-03  1.74673e-04 
  1.06476e-01  1.74218e-03  1.75575e-04 
  1.08448e-01  1.75051e-03  1.87072e-04 
  1.10486e-01  1.77623e-03  1.88864e-04 
  1.12590e-01  1.90729e-03  1.82976e-04 
  1.14694e-01  1.84593e-03  1.75869e-04 
  1.16798e-01  1.97280e-03  1.72035e-04 
  1.18967e-01  1.97737e-03  1.62784e-04 
  1.21203e-01  2.02118e-03  1.59529e-04 
  1.23438e-01  2.02762e-03  1.58091e-04 
  1.25739e-01  2.05122e-03  1.52435e-04 
  1.28106e-01  2.09990e-03  1.51011e-04 
  1.30539e-01  2.08191e-03  1.45855e-04 
  1.33037e-01  2.14309e-03  1.44816e-04 
  1.35535e-01  2.11537e-03  1.43767e-04 
  1.38099e-01  2.13625e-03  1.38940e-04 
  1.40729e-01  2.21114e-03  1.37782e-04 
  1.43359e-01  2.04464e-03  1.36520e-04 
  1.46054e-01  2.07587e-03  1.32437e-04 
  1.48815e-01  2.14702e-03  1.31489e-04 
  1.51642e-01  2.11140e-03  1.27521e-04 
  1.54535e-01  2.03612e-03  1.26505e-04 
  1.57428e-01  2.01321e-03  1.25444e-04 
  1.60386e-01  1.94602e-03  1.21718e-04 
  1.63411e-01  1.91568e-03  1.20751e-04 
  1.66501e-01  1.84990e-03  1.17235e-04 
  1.69656e-01  1.83373e-03  1.16305e-04 
  1.72878e-01  1.76371e-03  1.12957e-04 
  1.76165e-01  1.67197e-03  1.12063e-04 
  1.79518e-01  1.60788e-03  1.09868e-04 
  1.82937e-01  1.57228e-03  1.18463e-04 
  1.86421e-01  1.48653e-03  1.14665e-04 
  1.89971e-01  1.43687e-03  1.07847e-04 
  1.93587e-01  1.36069e-03  1.03722e-04 
  1.97269e-01  1.32054e-03  1.02372e-04 
  2.01016e-01  1.23629e-03  9.95473e-05 
  2.04830e-01  1.15445e-03  9.84488e-05 
  2.08709e-01  1.09094e-03  9.60339e-05 
  2.12719e-01  1.04888e-03  9.35539e-05 
  2.16795e-01  1.00933e-03  9.26326e-05 
  2.20937e-01  9.53142e-04  9.03054e-05 
  2.25145e-01  8.98018e-04  8.94395e-05 
  2.29418e-01  7.86767e-04  8.86719e-05 
  2.33823e-01  8.11698e-04  9.35402e-05 
  2.38293e-01  6.99184e-04  9.53096e-05 
  2.42830e-01  7.16247e-04  9.51724e-05 
  2.47498e-01  6.72766e-04  9.48020e-05 
  2.52297e-01  6.26058e-04  9.48902e-05 
  2.57162e-01  6.41541e-04  1.08304e-04 
  2.62093e-01  6.05525e-04  1.15769e-04 
  2.67155e-01  5.75946e-04  1.20963e-04 
  2.72283e-01  5.62280e-04  1.27187e-04 
  2.77477e-01  5.88686e-04  1.32572e-04 
  2.82802e-01  5.18720e-04  1.38620e-04 
  2.88259e-01  5.08844e-04  1.45684e-04 
  2.93847e-01  4.55781e-04  1.51468e-04 
  2.99567e-01  4.80200e-04  1.58546e-04 
  3.05353e-01  4.78554e-04  1.71804e-04 
  3.11204e-01  5.53791e-04  1.86380e-04 
  3.17187e-01  3.87439e-04  2.06526e-04 
  3.23301e-01  4.96224e-04  2.36370e-04 
  3.29547e-01  4.61244e-04  2.87866e-04 
  3.35924e-01  6.90337e-04  4.15256e-04 
  3.39606e-01  -3.69064e-04 1.58246e-03 
