# rebinned data
# q            I            dI          
  8.24794e-02  2.48730e-03  2.08803e-04 
  8.40572e-02  2.37782e-03  2.07551e-04 
  8.56351e-02  2.33400e-03  2.06088e-04 
  8.72130e-02  2.20320e-03  2.04973e-04 
  8.88566e-02  2.29321e-03  1.95668e-04 
  9.05659e-02  2.19246e-03  1.94595e-04 
  9.22753e-02  2.11946e-03  2.03210e-04 
  9.39846e-02  2.01293e-03  1.97543e-04 
  9.57597e-02  2.11037e-03  1.87696e-04 
  9.76006e-02  2.07269e-03  1.85106e-04 
  9.94414e-02  2.14728e-03  1.82416e-04 
  1.01282e-01  2.03775e-03  1.81690e-04 
  1.03189e-01  2.12210e-03  1.74260e-04 
  1.05161e-01  2.10581e-03  1.73237e-04 
  1.07134e-01  2.12222e-03  1.77446e-04 
  1.09172e-01  2.05054e-03  1.82692e-04 
  1.11275e-01  2.04320e-03  1.87386e-04 
  1.13379e-01  2.06635e-03  1.77454e-04 
  1.15483e-01  2.03002e-03  1.72761e-04 
  1.17653e-01  2.07351e-03  1.63603e-04 
  1.19888e-01  2.06388e-03  1.59508e-04 
  1.22123e-01  2.03784e-03  1.57103e-04 
  1.24424e-01  1.99881e-03  1.51456e-04 
  1.26791e-01  2.00691e-03  1.50034e-04 
  1.29224e-01  2.01059e-03  1.44817e-04 
  1.31722e-01  2.06314e-03  1.43776e-04 
  1.34220e-01  1.94958e-03  1.42669e-04 
  1.36784e-01  1.99111e-03  1.37945e-04 
  1.39414e-01  2.02602e-03  1.36793e-04 
  1.42044e-01  1.99147e-03  1.35463e-04 
  1.44739e-01  2.04449e-03  1.31404e-04 
  1.47501e-01  1.96004e-03  1.30371e-04 
  1.50328e-01  2.00272e-03  1.26583e-04 
  1.53220e-01  2.06423e-03  1.25553e-04 
  1.56113e-01  1.96039e-03  1.24500e-04 
  1.59072e-01  1.94512e-03  1.20828e-04 
  1.62096e-01  1.94888e-03  1.19827e-04 
  1.65186e-01  1.91675e-03  1.16453e-04 
  1.68342e-01  1.88371e-03  1.15568e-04 
  1.71563e-01  1.88756e-03  1.12274e-04 
  1.74850e-01  1.86260e-03  1.11380e-04 
  1.78203e-01  1.81061e-03  1.08348e-04 
  1.81622e-01  1.84624e-03  1.13662e-04 
  1.85106e-01  1.74660e-03  1.16240e-04 
  1.88657e-01  1.70996e-03  1.08680e-04 
  1.92272e-01  1.70720e-03  1.03304e-04 
  1.95954e-01  1.67941e-03  1.01992e-04 
  1.99702e-01  1.64912e-03  9.91397e-05 
  2.03515e-01  1.65245e-03  9.80929e-05 
  2.07394e-01  1.60984e-03  9.55257e-05 
  2.11404e-01  1.50344e-03  9.31738e-05 
  2.15480e-01  1.52712e-03  9.22944e-05 
  2.19622e-01  1.47146e-03  8.99394e-05 
  2.23830e-01  1.48337e-03  8.91191e-05 
  2.28103e-01  1.40588e-03  8.70444e-05 
  2.32508e-01  1.41135e-03  9.17400e-05 
  2.36979e-01  1.39151e-03  9.43009e-05 
  2.41515e-01  1.38340e-03  9.42818e-05 
  2.46183e-01  1.35936e-03  9.40069e-05 
  2.50982e-01  1.31526e-03  9.35645e-05 
  2.55847e-01  1.28609e-03  1.03412e-04 
  2.60778e-01  1.24552e-03  1.13344e-04 
  2.65840e-01  1.29307e-03  1.18581e-04 
  2.70968e-01  1.23757e-03  1.24853e-04 
  2.76162e-01  1.22932e-03  1.30037e-04 
  2.81488e-01  1.16883e-03  1.35894e-04 
  2.86944e-01  1.25217e-03  1.42781e-04 
  2.92533e-01  1.13163e-03  1.49246e-04 
  2.98252e-01  1.15509e-03  1.55036e-04 
  3.04038e-01  1.12449e-03  1.67558e-04 
  3.09889e-01  1.19690e-03  1.81253e-04 
  3.15872e-01  1.11314e-03  2.00004e-04 
  3.21986e-01  1.08086e-03  2.27303e-04 
  3.28232e-01  1.14699e-03  2.72000e-04 
  3.34609e-01  1.19010e-03  3.70970e-04 
  3.38948e-01  1.27427e-03  9.24014e-04 
