# rebinned data
# q            I            dI          
  4.07975e-02  1.95663e-02  3.54108e-04 
  4.15864e-02  1.89189e-02  3.49688e-04 
  4.23753e-02  1.85902e-02  3.45778e-04 
  4.31643e-02  1.79807e-02  3.42844e-04 
  4.39532e-02  1.73201e-02  3.39495e-04 
  4.47421e-02  1.67388e-02  3.36334e-04 
  4.55311e-02  1.63042e-02  3.33373e-04 
  4.63857e-02  1.56985e-02  3.11153e-04 
  4.73062e-02  1.51957e-02  3.17709e-04 
  4.82266e-02  1.47336e-02  3.20783e-04 
  4.91470e-02  1.41846e-02  3.22872e-04 
  5.00674e-02  1.34028e-02  3.23011e-04 
  5.09878e-02  1.28489e-02  3.24200e-04 
  5.19083e-02  1.24378e-02  3.24431e-04 
  5.28287e-02  1.20857e-02  3.24492e-04 
  5.38148e-02  1.14093e-02  3.03925e-04 
  5.48668e-02  1.08288e-02  3.03668e-04 
  5.59187e-02  1.04399e-02  3.03798e-04 
  5.69706e-02  9.93193e-03  3.03102e-04 
  5.80225e-02  9.37969e-03  3.01208e-04 
  5.90744e-02  8.83583e-03  2.97386e-04 
  6.01263e-02  8.39608e-03  2.93880e-04 
  6.12440e-02  7.99873e-03  2.75075e-04 
  6.24274e-02  7.51451e-03  2.73148e-04 
  6.36108e-02  7.11178e-03  2.71214e-04 
  6.47942e-02  6.64607e-03  2.69270e-04 
  6.59776e-02  6.35606e-03  2.67315e-04 
  6.72267e-02  5.96311e-03  2.51715e-04 
  6.85416e-02  5.59667e-03  2.49445e-04 
  6.98565e-02  5.20364e-03  2.47520e-04 
  7.11714e-02  4.72356e-03  2.45657e-04 
  7.24862e-02  4.48676e-03  2.43542e-04 
  7.38011e-02  4.08719e-03  2.42249e-04 
  7.51818e-02  3.89929e-03  2.29138e-04 
  7.66281e-02  3.67882e-03  2.27418e-04 
  7.80745e-02  3.34539e-03  2.25763e-04 
  7.95209e-02  3.16481e-03  2.24084e-04 
  8.09673e-02  2.95030e-03  2.22609e-04 
  8.24794e-02  2.79917e-03  2.11749e-04 
  8.40572e-02  2.60216e-03  2.10232e-04 
  8.56351e-02  2.38361e-03  2.08856e-04 
  8.72130e-02  2.12427e-03  2.07472e-04 
  8.88566e-02  2.26873e-03  1.97977e-04 
  9.05659e-02  2.00279e-03  1.96739e-04 
  9.22753e-02  1.97612e-03  2.05351e-04 
  9.39846e-02  1.88386e-03  1.99720e-04 
  9.57597e-02  1.86802e-03  1.89757e-04 
  9.76006e-02  1.81529e-03  1.87039e-04 
  9.94414e-02  1.79234e-03  1.84037e-04 
  1.01282e-01  1.83229e-03  1.83570e-04 
  1.03189e-01  1.87193e-03  1.76064e-04 
  1.05161e-01  1.82286e-03  1.74911e-04 
  1.07134e-01  1.95928e-03  1.79312e-04 
  1.09172e-01  1.88341e-03  1.84733e-04 
  1.11275e-01  1.97756e-03  1.89707e-04 
  1.13379e-01  2.06304e-03  1.79594e-04 
  1.15483e-01  2.03689e-03  1.74902e-04 
  1.17653e-01  2.17828e-03  1.65749e-04 
  1.19888e-01  2.13810e-03  1.61568e-04 
  1.22123e-01  2.18475e-03  1.59346e-04 
  1.24424e-01  2.23761e-03  1.53565e-04 
  1.26791e-01  2.28246e-03  1.52179e-04 
  1.29224e-01  2.32869e-03  1.46954e-04 
  1.31722e-01  2.28560e-03  1.45751e-04 
  1.34220e-01  2.38940e-03  1.44873e-04 
  1.36784e-01  2.43631e-03  1.40031e-04 
  1.39414e-01  2.43812e-03  1.38945e-04 
  1.42044e-01  2.47277e-03  1.37595e-04 
  1.44739e-01  2.42948e-03  1.33486e-04 
  1.47501e-01  2.51569e-03  1.32433e-04 
  1.50328e-01  2.46662e-03  1.28564e-04 
  1.53220e-01  2.47804e-03  1.27543e-04 
  1.56113e-01  2.49000e-03  1.26527e-04 
  1.59072e-01  2.46431e-03  1.22802e-04 
  1.62096e-01  2.38582e-03  1.21776e-04 
  1.65186e-01  2.39173e-03  1.18268e-04 
  1.68342e-01  2.31098e-03  1.17304e-04 
  1.71563e-01  2.27602e-03  1.13940e-04 
  1.74850e-01  2.24169e-03  1.13040e-04 
  1.78203e-01  2.11752e-03  1.09927e-04 
  1.81622e-01  2.03677e-03  1.15313e-04 
  1.85106e-01  1.93772e-03  1.17829e-04 
  1.88657e-01  1.85413e-03  1.10099e-04 
  1.92272e-01  1.77981e-03  1.04686e-04 
  1.95954e-01  1.68854e-03  1.03290e-04 
  1.99702e-01  1.71786e-03  1.00376e-04 
  2.03515e-01  1.51154e-03  9.92428e-05 
  2.07394e-01  1.42044e-03  9.66334e-05 
  2.11404e-01  1.38982e-03  9.42036e-05 
  2.15480e-01  1.32509e-03  9.33034e-05 
  2.19622e-01  1.21744e-03  9.08790e-05 
  2.23830e-01  1.17644e-03  9.00296e-05 
  2.28103e-01  1.07690e-03  8.79000e-05 
  2.32508e-01  1.06421e-03  9.25974e-05 
  2.36979e-01  9.97449e-04  9.52122e-05 
  2.41515e-01  8.91235e-04  9.51394e-05 
  2.46183e-01  8.99901e-04  9.48390e-05 
  2.50982e-01  8.33592e-04  9.43986e-05 
  2.55847e-01  8.21940e-04  1.04327e-04 
  2.60778e-01  8.38721e-04  1.14330e-04 
  2.65840e-01  7.72116e-04  1.19588e-04 
  2.70968e-01  7.65699e-04  1.25974e-04 
  2.76162e-01  8.12140e-04  1.31175e-04 
  2.81488e-01  7.11247e-04  1.37088e-04 
  2.86944e-01  6.72026e-04  1.43929e-04 
  2.92533e-01  7.00952e-04  1.50569e-04 
  2.98252e-01  6.33694e-04  1.56337e-04 
  3.04038e-01  7.37728e-04  1.69126e-04 
  3.09889e-01  6.79304e-04  1.82741e-04 
  3.15872e-01  6.25101e-04  2.01597e-04 
  3.21986e-01  7.11411e-04  2.29113e-04 
  3.28232e-01  6.59715e-04  2.74471e-04 
  3.34609e-01  6.91631e-04  3.74057e-04 
  3.38948e-01  4.88397e-04  9.33947e-04 
