# rebinned data
# q            I            dI          
  8.27424e-02  1.18660e-03  2.08914e-04 
  8.43202e-02  1.12457e-03  2.07534e-04 
  8.58981e-02  1.04265e-03  2.06366e-04 
  8.74760e-02  1.04902e-03  2.05298e-04 
  8.91196e-02  1.09574e-03  1.95999e-04 
  9.08289e-02  1.14042e-03  1.95782e-04 
  9.25383e-02  1.12672e-03  2.04053e-04 
  9.42476e-02  1.24570e-03  1.98022e-04 
  9.60227e-02  1.20397e-03  1.88174e-04 
  9.78636e-02  1.32475e-03  1.85607e-04 
  9.97044e-02  1.41087e-03  1.83185e-04 
  1.01545e-01  1.38589e-03  1.82664e-04 
  1.03452e-01  1.51021e-03  1.75231e-04 
  1.05424e-01  1.57439e-03  1.74219e-04 
  1.07396e-01  1.66524e-03  1.80359e-04 
  1.09435e-01  1.73786e-03  1.85433e-04 
  1.11538e-01  1.72734e-03  1.88280e-04 
  1.13642e-01  1.81875e-03  1.78315e-04 
  1.15746e-01  1.80429e-03  1.73907e-04 
  1.17916e-01  2.02332e-03  1.64917e-04 
  1.20151e-01  1.97128e-03  1.60780e-04 
  1.22386e-01  1.96885e-03  1.58754e-04 
  1.24687e-01  2.04885e-03  1.53025e-04 
  1.27054e-01  2.07622e-03  1.51678e-04 
  1.29487e-01  2.12430e-03  1.46400e-04 
  1.31985e-01  2.09973e-03  1.45313e-04 
  1.34483e-01  2.15125e-03  1.44286e-04 
  1.37047e-01  2.21879e-03  1.39523e-04 
  1.39677e-01  2.09824e-03  1.38352e-04 
  1.42307e-01  2.14556e-03  1.36995e-04 
  1.45002e-01  2.08268e-03  1.32875e-04 
  1.47764e-01  2.07841e-03  1.31793e-04 
  1.50591e-01  2.10506e-03  1.27973e-04 
  1.53483e-01  2.05342e-03  1.26903e-04 
  1.56376e-01  2.02854e-03  1.25847e-04 
  1.59335e-01  1.96109e-03  1.22136e-04 
  1.62359e-01  1.84971e-03  1.21088e-04 
  1.65449e-01  1.80977e-03  1.17563e-04 
  1.68604e-01  1.78472e-03  1.16598e-04 
  1.71826e-01  1.75531e-03  1.13308e-04 
  1.75113e-01  1.67980e-03  1.12388e-04 
  1.78466e-01  1.58439e-03  1.09290e-04 
  1.81885e-01  1.49217e-03  1.15518e-04 
  1.85369e-01  1.42729e-03  1.16887e-04 
  1.88919e-01  1.29979e-03  1.09149e-04 
  1.92535e-01  1.29895e-03  1.04073e-04 
  1.96217e-01  1.18819e-03  1.02703e-04 
  1.99965e-01  1.16509e-03  9.97712e-05 
  2.03778e-01  1.05040e-03  9.87225e-05 
  2.07657e-01  9.74804e-04  9.61502e-05 
  2.11667e-01  9.56245e-04  9.37609e-05 
  2.15743e-01  9.16628e-04  9.28583e-05 
  2.19885e-01  8.55123e-04  9.04773e-05 
  2.24093e-01  8.16224e-04  8.96413e-05 
  2.28366e-01  7.53621e-04  8.77084e-05 
  2.32771e-01  6.94362e-04  9.25662e-05 
  2.37242e-01  6.71375e-04  9.49721e-05 
  2.41778e-01  6.42095e-04  9.49174e-05 
  2.46446e-01  6.03808e-04  9.45715e-05 
  2.51245e-01  6.19909e-04  9.41737e-05 
  2.56110e-01  5.96405e-04  1.04976e-04 
  2.61041e-01  5.68047e-04  1.14346e-04 
  2.66103e-01  5.89868e-04  1.19633e-04 
  2.71231e-01  6.21051e-04  1.26046e-04 
  2.76425e-01  5.60516e-04  1.31163e-04 
  2.81751e-01  4.85464e-04  1.37084e-04 
  2.87207e-01  5.56398e-04  1.44040e-04 
  2.92796e-01  4.87871e-04  1.50444e-04 
  2.98515e-01  5.04213e-04  1.56564e-04 
  3.04301e-01  5.27045e-04  1.69317e-04 
  3.10152e-01  5.27800e-04  1.83116e-04 
  3.16135e-01  4.64195e-04  2.02178e-04 
  3.22249e-01  5.10419e-04  2.30070e-04 
  3.28495e-01  3.98279e-04  2.76152e-04 
  3.34872e-01  4.59783e-04  3.80505e-04 
  3.39080e-01  5.00606e-04  1.00934e-03 
