# rebinned data
# q            I            dI          
  9.78636e-02  1.92172e-03  1.86823e-04 
  9.97044e-02  1.95323e-03  1.84330e-04 
  1.01545e-01  1.92882e-03  1.83798e-04 
  1.03452e-01  1.96658e-03  1.76234e-04 
  1.05424e-01  1.96933e-03  1.75096e-04 
  1.07396e-01  1.98860e-03  1.81185e-04 
  1.09435e-01  1.98458e-03  1.86175e-04 
  1.11538e-01  1.95445e-03  1.88995e-04 
  1.13642e-01  2.00182e-03  1.78934e-04 
  1.15746e-01  1.99915e-03  1.74550e-04 
  1.17916e-01  2.08335e-03  1.65351e-04 
  1.20151e-01  2.12590e-03  1.61342e-04 
  1.22386e-01  2.05173e-03  1.59207e-04 
  1.24687e-01  2.13201e-03  1.53450e-04 
  1.27054e-01  2.14304e-03  1.52096e-04 
  1.29487e-01  2.22460e-03  1.46811e-04 
  1.31985e-01  2.19264e-03  1.45730e-04 
  1.34483e-01  2.24421e-03  1.44689e-04 
  1.37047e-01  2.30441e-03  1.39910e-04 
  1.39677e-01  2.22428e-03  1.38790e-04 
  1.42307e-01  2.33055e-03  1.37479e-04 
  1.45002e-01  2.28008e-03  1.33351e-04 
  1.47764e-01  2.28449e-03  1.32295e-04 
  1.50591e-01  2.29403e-03  1.28443e-04 
  1.53483e-01  2.25679e-03  1.27375e-04 
  1.56376e-01  2.29286e-03  1.26367e-04 
  1.59335e-01  2.20069e-03  1.22623e-04 
  1.62359e-01  2.14234e-03  1.21610e-04 
  1.65449e-01  2.17672e-03  1.18134e-04 
  1.68604e-01  2.11476e-03  1.17153e-04 
  1.71826e-01  2.11082e-03  1.13846e-04 
  1.75113e-01  1.98125e-03  1.12877e-04 
  1.78466e-01  1.94560e-03  1.09828e-04 
  1.81885e-01  1.85464e-03  1.16088e-04 
  1.85369e-01  1.71508e-03  1.17408e-04 
  1.88919e-01  1.68757e-03  1.09702e-04 
  1.92535e-01  1.60131e-03  1.04532e-04 
  1.96217e-01  1.52268e-03  1.03176e-04 
  1.99965e-01  1.49247e-03  1.00245e-04 
  2.03778e-01  1.35577e-03  9.91659e-05 
  2.07657e-01  1.29151e-03  9.65890e-05 
  2.11667e-01  1.25094e-03  9.41785e-05 
  2.15743e-01  1.17997e-03  9.32452e-05 
  2.19885e-01  1.12092e-03  9.08487e-05 
  2.24093e-01  1.06164e-03  9.00076e-05 
  2.28366e-01  9.68498e-04  8.80399e-05 
  2.32771e-01  9.83483e-04  9.29645e-05 
  2.37242e-01  8.98974e-04  9.53420e-05 
  2.41778e-01  8.62008e-04  9.52827e-05 
  2.46446e-01  8.47813e-04  9.49520e-05 
  2.51245e-01  7.80733e-04  9.44960e-05 
  2.56110e-01  7.68549e-04  1.05337e-04 
  2.61041e-01  7.27364e-04  1.14738e-04 
  2.66103e-01  7.18863e-04  1.20008e-04 
  2.71231e-01  6.30525e-04  1.26315e-04 
  2.76425e-01  7.16991e-04  1.31590e-04 
  2.81751e-01  6.47545e-04  1.37554e-04 
  2.87207e-01  5.94814e-04  1.44396e-04 
  2.92796e-01  6.75138e-04  1.50970e-04 
  2.98515e-01  5.68261e-04  1.56995e-04 
  3.04301e-01  6.26266e-04  1.69818e-04 
  3.10152e-01  6.35708e-04  1.83670e-04 
  3.16135e-01  6.42287e-04  2.02905e-04 
  3.22249e-01  6.56376e-04  2.30855e-04 
  3.28495e-01  5.97436e-04  2.77211e-04 
  3.34872e-01  6.50215e-04  3.81964e-04 
  3.39080e-01  7.57925e-04  1.01319e-03 
