# q I_dat dI_dat
0.049147 0.007926 0.000085
0.050067 0.007645 0.000085
0.050988 0.007282 0.000086
0.051908 0.007118 0.000086
0.052829 0.006961 0.000086
0.053815 0.006644 0.000081
0.054867 0.006375 0.000081
0.055919 0.006107 0.000081
0.056971 0.005852 0.000081
0.058022 0.005624 0.000081
0.059074 0.005330 0.000080
0.060126 0.005160 0.000079
0.061244 0.004958 0.000074
0.062427 0.004671 0.000074
0.063611 0.004561 0.000073
0.064794 0.004352 0.000073
0.065978 0.004182 0.000072
0.067227 0.003928 0.000068
0.068542 0.003831 0.000068
0.069857 0.003597 0.000067
0.071171 0.003370 0.000067
0.072486 0.003264 0.000066
0.073801 0.003122 0.000066
0.075182 0.002986 0.000063
0.076628 0.003039 0.000062
0.078075 0.002734 0.000062
0.079521 0.002757 0.000061
0.080967 0.002649 0.000061
0.082479 0.002458 0.000058
0.084057 0.002422 0.000058
0.085635 0.002291 0.000057
0.087213 0.002247 0.000057
0.088857 0.002302 0.000054
0.090566 0.002240 0.000054
0.092275 0.002159 0.000057
0.093985 0.002164 0.000055
0.095760 0.002139 0.000052
0.097601 0.002201 0.000052
0.099441 0.002164 0.000051
0.101282 0.002086 0.000051
0.103189 0.002148 0.000049
0.105161 0.002155 0.000048
0.107134 0.002214 0.000049
0.109172 0.002203 0.000051
0.111275 0.002192 0.000052
0.113379 0.002167 0.000049
0.115483 0.002208 0.000048
0.117653 0.002260 0.000046
0.119888 0.002269 0.000044
0.122123 0.002274 0.000044
0.124424 0.002258 0.000042
0.126791 0.002251 0.000042
0.129224 0.002277 0.000040
0.131722 0.002247 0.000040
0.134220 0.002309 0.000040
0.136784 0.002288 0.000038
0.139414 0.002274 0.000038
0.142044 0.002252 0.000038
0.144739 0.002281 0.000037
0.147501 0.002231 0.000036
0.150328 0.002280 0.000035
0.153220 0.002328 0.000035
0.156113 0.002247 0.000035
0.159072 0.002213 0.000034
0.162096 0.002167 0.000033
0.165186 0.002110 0.000032
0.168342 0.002064 0.000032
0.171563 0.002078 0.000031
0.174850 0.002050 0.000031
0.178203 0.002038 0.000030
0.181622 0.002023 0.000032
0.185106 0.001887 0.000032
0.188657 0.001867 0.000030
0.192272 0.001895 0.000029
0.195954 0.001789 0.000028
0.199702 0.001778 0.000028
0.203515 0.001745 0.000027
0.207394 0.001690 0.000027
0.211404 0.001592 0.000026
0.215480 0.001593 0.000026
0.219622 0.001538 0.000025
0.223830 0.001540 0.000025
0.228103 0.001455 0.000024
0.232508 0.001456 0.000026
0.236979 0.001388 0.000026
0.241515 0.001421 0.000026
0.246183 0.001388 0.000026
0.250982 0.001335 0.000026
0.255847 0.001326 0.000029
0.260778 0.001288 0.000032
0.265840 0.001242 0.000033
0.270968 0.001270 0.000035
0.276162 0.001241 0.000036
0.281488 0.001172 0.000038
0.286944 0.001249 0.000040
0.292533 0.001240 0.000042
0.298252 0.001173 0.000043
0.304038 0.001128 0.000047
0.309889 0.001252 0.000050
0.315872 0.001127 0.000056
0.321986 0.001056 0.000063
0.328232 0.001222 0.000076
0.334609 0.001341 0.000103
0.338948 0.001194 0.000257
