# q I_dat dI_dat
0.117653 0.002452 0.000051
0.119888 0.002418 0.000050
0.122123 0.002388 0.000049
0.124424 0.002294 0.000047
0.126791 0.002415 0.000047
0.129224 0.002384 0.000045
0.131722 0.002301 0.000045
0.134220 0.002292 0.000045
0.136784 0.002366 0.000043
0.139414 0.002382 0.000043
0.142044 0.002308 0.000042
0.144739 0.002319 0.000041
0.147501 0.002302 0.000041
0.150328 0.002280 0.000040
0.153220 0.002270 0.000039
0.156113 0.002248 0.000039
0.159072 0.002256 0.000038
0.162096 0.002204 0.000037
0.165186 0.002168 0.000036
0.168342 0.002128 0.000036
0.171563 0.002149 0.000035
0.174850 0.002120 0.000035
0.178203 0.002048 0.000034
0.181622 0.002070 0.000036
0.185106 0.001940 0.000036
0.188657 0.001929 0.000034
0.192272 0.001887 0.000032
0.195954 0.001866 0.000032
0.199702 0.001807 0.000031
0.203515 0.001782 0.000031
0.207394 0.001748 0.000030
0.211404 0.001658 0.000029
0.215480 0.001656 0.000029
0.219622 0.001604 0.000028
0.223830 0.001606 0.000028
0.228103 0.001510 0.000027
0.232508 0.001495 0.000029
0.236979 0.001496 0.000029
0.241515 0.001497 0.000029
0.246183 0.001411 0.000029
0.250982 0.001398 0.000029
0.255847 0.001389 0.000032
0.260778 0.001336 0.000035
0.265840 0.001353 0.000037
0.270968 0.001335 0.000039
0.276162 0.001279 0.000041
0.281488 0.001304 0.000042
0.286944 0.001319 0.000045
0.292533 0.001312 0.000047
0.298252 0.001272 0.000048
0.304038 0.001302 0.000052
0.309889 0.001283 0.000057
0.315872 0.001221 0.000062
0.321986 0.001190 0.000071
0.328232 0.001254 0.000085
0.334609 0.001361 0.000116
0.338948 0.001358 0.000288
