# q I_dat dI_dat
0.036787 0.018037 0.000108
0.037444 0.017485 0.000109
0.038102 0.017061 0.000109
0.038759 0.016863 0.000106
0.039483 0.016448 0.000095
0.040271 0.015894 0.000094
0.041060 0.015490 0.000093
0.041849 0.015035 0.000092
0.042638 0.014809 0.000091
0.043427 0.014337 0.000090
0.044216 0.013714 0.000090
0.045005 0.013455 0.000089
0.045794 0.013071 0.000088
0.046649 0.012542 0.000083
0.047569 0.012180 0.000085
0.048490 0.011850 0.000085
0.049410 0.011323 0.000086
0.050330 0.010942 0.000086
0.051251 0.010660 0.000086
0.052171 0.010250 0.000087
0.053092 0.009772 0.000087
0.054078 0.009355 0.000081
0.055130 0.009155 0.000081
0.056182 0.008727 0.000081
0.057234 0.008251 0.000081
0.058286 0.007841 0.000081
0.059337 0.007626 0.000079
0.060389 0.007225 0.000079
0.061507 0.006965 0.000074
0.062690 0.006583 0.000073
0.063874 0.006232 0.000073
0.065057 0.005893 0.000072
0.066240 0.005708 0.000072
0.067490 0.005382 0.000068
0.068805 0.005061 0.000067
0.070119 0.004844 0.000067
0.071434 0.004591 0.000066
0.072749 0.004264 0.000066
0.074064 0.003985 0.000065
0.075445 0.003852 0.000062
0.076891 0.003679 0.000062
0.078337 0.003442 0.000061
0.079784 0.003319 0.000061
0.081230 0.003151 0.000060
0.082742 0.002989 0.000057
0.084320 0.002733 0.000057
0.085898 0.002629 0.000057
0.087476 0.002429 0.000056
0.089120 0.002521 0.000054
0.090829 0.002373 0.000054
0.092538 0.002315 0.000056
0.094248 0.002193 0.000054
0.096023 0.002024 0.000051
0.097864 0.002027 0.000051
0.099704 0.002104 0.000050
0.101545 0.002029 0.000050
0.103452 0.002006 0.000048
0.105424 0.001961 0.000047
0.107396 0.001965 0.000049
0.109435 0.001932 0.000050
0.111538 0.001907 0.000051
0.113642 0.001902 0.000048
0.115746 0.001836 0.000047
0.117916 0.001873 0.000045
0.120151 0.001810 0.000044
0.122386 0.001770 0.000043
0.124687 0.001804 0.000041
0.127054 0.001826 0.000041
0.129487 0.001838 0.000040
0.131985 0.001823 0.000039
0.134483 0.001775 0.000039
0.137047 0.001885 0.000038
0.139677 0.001815 0.000037
0.142307 0.001796 0.000037
0.145002 0.001809 0.000036
0.147764 0.001801 0.000036
0.150591 0.001796 0.000035
0.153483 0.001817 0.000034
0.156376 0.001747 0.000034
0.159335 0.001755 0.000033
0.162359 0.001638 0.000033
0.165449 0.001664 0.000032
0.168604 0.001683 0.000032
0.171826 0.001622 0.000031
0.175113 0.001604 0.000030
0.178466 0.001528 0.000030
0.181885 0.001436 0.000031
0.185369 0.001393 0.000032
0.188919 0.001312 0.000030
0.192535 0.001283 0.000028
0.196217 0.001264 0.000028
0.199965 0.001251 0.000027
0.203778 0.001152 0.000027
0.207657 0.001051 0.000026
0.211667 0.001061 0.000025
0.215743 0.000996 0.000025
0.219885 0.000951 0.000025
0.224093 0.000918 0.000024
0.228366 0.000869 0.000024
0.232771 0.000846 0.000025
0.237242 0.000797 0.000026
0.241778 0.000763 0.000026
0.246446 0.000758 0.000026
0.251245 0.000723 0.000026
0.256110 0.000692 0.000028
0.261041 0.000698 0.000031
0.266103 0.000654 0.000032
0.271231 0.000648 0.000034
0.276425 0.000651 0.000036
0.281751 0.000583 0.000037
0.287207 0.000621 0.000039
0.292796 0.000600 0.000041
0.298515 0.000533 0.000042
0.304301 0.000576 0.000046
0.310152 0.000590 0.000050
0.316135 0.000617 0.000055
0.322249 0.000600 0.000062
0.328495 0.000537 0.000075
0.334872 0.000563 0.000103
0.339080 0.000452 0.000274
